2.603533e-03,2.588340e-03,2.542619e-03,2.465967e-03,2.357762e-03,2.217251e-03,2.043662e-03,1.836369e-03,1.595088e-03,1.320113e-03,1.012577e-03,6.747252e-04,3.101613e-04,7.596700e-05,4.768853e-04,8.842419e-04,1.288369e-03,1.678661e-03,2.044121e-03,2.373961e-03,2.658275e-03,2.888544e-03,3.057956e-03,3.161593e-03,3.196469e-03,3.161595e-03,3.057956e-03,2.888543e-03,2.658277e-03,2.373960e-03,2.044119e-03,1.678660e-03,1.288369e-03,8.842429e-04,4.768852e-04,7.596749e-05,3.101609e-04,6.747258e-04,1.012577e-03,1.320113e-03,1.595088e-03,1.836369e-03,2.043662e-03,2.217250e-03,2.357763e-03,2.465967e-03,2.542619e-03,2.588340e-03
2.625116e-03,2.610328e-03,2.565841e-03,2.491324e-03,2.386289e-03,2.250207e-03,2.082684e-03,1.883741e-03,1.654272e-03,1.396915e-03,1.118046e-03,8.337329e-04,5.914203e-04,5.206699e-04,7.083378e-04,1.030123e-03,1.392136e-03,1.756784e-03,2.103828e-03,2.418915e-03,2.690811e-03,2.910734e-03,3.072181e-03,3.170733e-03,3.203860e-03,3.170733e-03,3.072181e-03,2.910735e-03,2.690810e-03,2.418914e-03,2.103829e-03,1.756785e-03,1.392136e-03,1.030123e-03,7.083375e-04,5.206709e-04,5.914193e-04,8.337335e-04,1.118046e-03,1.396914e-03,1.654273e-03,1.883740e-03,2.082684e-03,2.250207e-03,2.386289e-03,2.491324e-03,2.565840e-03,2.610327e-03
2.689968e-03,2.676374e-03,2.635531e-03,2.567296e-03,2.471533e-03,2.348288e-03,2.198080e-03,2.022398e-03,1.824530e-03,1.611088e-03,1.394841e-03,1.199795e-03,1.067015e-03,1.047345e-03,1.163087e-03,1.384868e-03,1.664349e-03,1.962451e-03,2.252401e-03,2.516112e-03,2.741538e-03,2.921160e-03,3.050842e-03,3.128868e-03,3.154873e-03,3.128868e-03,3.050842e-03,2.921159e-03,2.741540e-03,2.516112e-03,2.252400e-03,1.962450e-03,1.664348e-03,1.384869e-03,1.163087e-03,1.047345e-03,1.067015e-03,1.199795e-03,1.394841e-03,1.611087e-03,1.824530e-03,2.022398e-03,2.198080e-03,2.348287e-03,2.471534e-03,2.567296e-03,2.635531e-03,2.676374e-03
2.798380e-03,2.786722e-03,2.751769e-03,2.693633e-03,2.612625e-03,2.509484e-03,2.385728e-03,2.244226e-03,2.090049e-03,1.931724e-03,1.782804e-03,1.662964e-03,1.596197e-03,1.602849e-03,1.687830e-03,1.835972e-03,2.019980e-03,2.211981e-03,2.390002e-03,2.539915e-03,2.655339e-03,2.736337e-03,2.787366e-03,2.814554e-03,2.822958e-03,2.814555e-03,2.787365e-03,2.736338e-03,2.655338e-03,2.539915e-03,2.390003e-03,2.211981e-03,2.019980e-03,1.835972e-03,1.687830e-03,1.602849e-03,1.596197e-03,1.662965e-03,1.782804e-03,1.931724e-03,2.090049e-03,2.244226e-03,2.385728e-03,2.509484e-03,2.612626e-03,2.693633e-03,2.751769e-03,2.786721e-03
2.950768e-03,2.941722e-03,2.914690e-03,2.870035e-03,2.808495e-03,2.731395e-03,2.640977e-03,2.540853e-03,2.436584e-03,2.336283e-03,2.250804e-03,2.192572e-03,2.171969e-03,2.191805e-03,2.242935e-03,2.305549e-03,2.356043e-03,2.374010e-03,2.346904e-03,2.273420e-03,2.163617e-03,2.037144e-03,1.919503e-03,1.836307e-03,1.806333e-03,1.836306e-03,1.919502e-03,2.037144e-03,2.163618e-03,2.273420e-03,2.346903e-03,2.374010e-03,2.356042e-03,2.305549e-03,2.242935e-03,2.191805e-03,2.171969e-03,2.192571e-03,2.250805e-03,2.336282e-03,2.436585e-03,2.540853e-03,2.640977e-03,2.731395e-03,2.808495e-03,2.870035e-03,2.914690e-03,2.941722e-03
3.147584e-03,3.141756e-03,3.124452e-03,3.096243e-03,3.058191e-03,3.011997e-03,2.960231e-03,2.906586e-03,2.856095e-03,2.815070e-03,2.789990e-03,2.784477e-03,2.794775e-03,2.805927e-03,2.792854e-03,2.727552e-03,2.585818e-03,2.353637e-03,2.033961e-03,1.651750e-03,1.255222e-03,9.155845e-04,7.081081e-04,6.419275e-04,6.364874e-04,6.419273e-04,7.081090e-04,9.155843e-04,1.255222e-03,1.651749e-03,2.033962e-03,2.353636e-03,2.585819e-03,2.727552e-03,2.792854e-03,2.805926e-03,2.794775e-03,2.784477e-03,2.789990e-03,2.815070e-03,2.856095e-03,2.906586e-03,2.960232e-03,3.011997e-03,3.058191e-03,3.096244e-03,3.124452e-03,3.141756e-03
3.389171e-03,3.387109e-03,3.381159e-03,3.372047e-03,3.361041e-03,3.350025e-03,3.341591e-03,3.339082e-03,3.346369e-03,3.366751e-03,3.399950e-03,3.437229e-03,3.457309e-03,3.429081e-03,3.322122e-03,3.120071e-03,2.844147e-03,2.597284e-03,2.583432e-03,2.966537e-03,3.672504e-03,4.485123e-03,5.207411e-03,5.699450e-03,5.873683e-03,5.699449e-03,5.207411e-03,4.485123e-03,3.672503e-03,2.966538e-03,2.583432e-03,2.597284e-03,2.844147e-03,3.120071e-03,3.322122e-03,3.429080e-03,3.457310e-03,3.437229e-03,3.399951e-03,3.366751e-03,3.346369e-03,3.339081e-03,3.341592e-03,3.350024e-03,3.361041e-03,3.372047e-03,3.381159e-03,3.387109e-03
3.675579e-03,3.677791e-03,3.684705e-03,3.697163e-03,3.716576e-03,3.744911e-03,3.784662e-03,3.838589e-03,3.908581e-03,3.992682e-03,4.079969e-03,4.145663e-03,4.155500e-03,4.084917e-03,3.947048e-03,3.856805e-03,4.096745e-03,4.970098e-03,6.492118e-03,8.432419e-03,1.049973e-02,1.242327e-02,1.398737e-02,1.501743e-02,1.537785e-02,1.501743e-02,1.398737e-02,1.242328e-02,1.049973e-02,8.432418e-03,6.492118e-03,4.970097e-03,4.096746e-03,3.856805e-03,3.947049e-03,4.084916e-03,4.155500e-03,4.145662e-03,4.079970e-03,3.992682e-03,3.908581e-03,3.838589e-03,3.784663e-03,3.744911e-03,3.716576e-03,3.697163e-03,3.684705e-03,3.677791e-03
4.006344e-03,4.013313e-03,4.034546e-03,4.071004e-03,4.124258e-03,4.196400e-03,4.289841e-03,4.406346e-03,4.544105e-03,4.692525e-03,4.826817e-03,4.912391e-03,4.931507e-03,4.936113e-03,5.151726e-03,6.028902e-03,7.919433e-03,1.075693e-02,1.424389e-02,1.801662e-02,2.168731e-02,2.492890e-02,2.745348e-02,2.903280e-02,2.957263e-02,2.903280e-02,2.745348e-02,2.492890e-02,2.168731e-02,1.801662e-02,1.424389e-02,1.075693e-02,7.919434e-03,6.028901e-03,5.151726e-03,4.936113e-03,4.931507e-03,4.912391e-03,4.826817e-03,4.692525e-03,4.544105e-03,4.406345e-03,4.289842e-03,4.196399e-03,4.124258e-03,4.071005e-03,4.034546e-03,4.013313e-03
4.380217e-03,4.392419e-03,4.429411e-03,4.492334e-03,4.583034e-03,4.703877e-03,4.857105e-03,5.042462e-03,5.251850e-03,5.463072e-03,5.643433e-03,5.778068e-03,5.942017e-03,6.456350e-03,7.923955e-03,1.079148e-02,1.499192e-02,2.018408e-02,2.592343e-02,3.167176e-02,3.696065e-02,4.141420e-02,4.474484e-02,4.675591e-02,4.742252e-02,4.675591e-02,4.474484e-02,4.141420e-02,3.696065e-02,3.167176e-02,2.592343e-02,2.018408e-02,1.499192e-02,1.079148e-02,7.923954e-03,6.456349e-03,5.942018e-03,5.778067e-03,5.643434e-03,5.463072e-03,5.251851e-03,5.042462e-03,4.857106e-03,4.703877e-03,4.583034e-03,4.492335e-03,4.429410e-03,4.392418e-03
