tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,7783.63,0,0,0,0,0,0
300,7908.3,0,0,0,0,0,0
350,8005.36,0,0,0,0,0,0
400,8024.94,0,0,0,0,0,0
450,8079.95,0,0,0,0,0,0
500,8063.4,0,0,0,0,0,0
550,8094.85,0,0,0,0,0,0
600,8401.17,0,0,0,0,0,0
650,8534.62,0,0,0,0,0,0
700,8539.31,0,0,0,0,0,0
750,8868.37,0,0,0,0,0,0
800,8690.66,0,0,0,0,0,0
850,8446.69,0,0,0,0,0,0
900,8475.27,0,0,0,0,0,0
950,8361.4,0,0,0,0,0,0
1000,8267.49,0,0,0,0,0,0
1050,8187.34,0,0,0,0,0,0
1100,7994.37,0,0,0,0,0,0
1150,8052.27,0,0,0,0,0,0
1200,8087.29,0,0,0,0,0,0
1250,8153.24,0,0,0,0,0,0
1300,8113.78,0,0,0,0,0,0
1350,7985.27,0,0,0,0,0,0
1400,7996.01,0,0,0,0,0,0
1450,8082.12,0,0,0,0,0,0
1500,8046.92,0,0,0,0,0,0
1550,8117.28,0,0,0,0,0,0
1600,8269.47,0,0,0,0,0,0
1650,8158.48,0,0,0,0,0,0
1700,8159,0,0,0,0,0,0
1750,8263,0,0,0,0,0,0
1800,8414.07,0,0,0,0,0,0
1850,8478.14,0,0,0,0,0,0
1900,8692.05,0,0,0,0,0,0
1950,8783.98,0,0,0,0,0,0
2000,8917.56,0,0,0,0,0,0
2050,8556.43,0,0,0,0,0,0
2100,8372.56,0,0,0,0,0,0
2150,8409.94,0,0,0,0,0,0
2200,8375.2,0,0,0,0,0,0
2250,8554.46,0,0,0,0,0,0
2300,8826.59,0,0,0,0,0,0
2350,8717.56,0,0,0,0,0,0
2400,8688.5,0,0,0,0,0,0
2450,8697.9,0,0,0,0,0,0
2500,8566.64,0,0,0,0,0,0
2550,8497.23,0,0,0,0,0,0
2600,8372.6,0,0,0,0,0,0
2650,8257.19,0,0,0,0,0,0
2700,8296.33,0,0,0,0,0,0
