tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,7717.53,0,0,0,0,0,0
300,7748.81,0,0,0,0,0,0
350,7813,0,0,0,0,0,0
400,7858.11,0,0,0,0,0,0
450,7935.36,0,0,0,0,0,0
500,8020.06,0,0,0,0,0,0
550,8011.83,0,0,0,0,0,0
600,8102.32,0,0,0,0,0,0
650,8335.93,0,0,0,0,0,0
700,8587.47,0,0,0,0,0,0
750,8545.09,0,0,0,0,0,0
800,8560.07,0,0,0,0,0,0
850,8400.08,0,0,0,0,0,0
900,8362.19,0,0,0,0,0,0
950,8265.73,0,0,0,0,0,0
1000,8359.5,0,0,0,0,0,0
1050,8311.16,0,0,0,0,0,0
1100,8240.46,0,0,0,0,0,0
1150,8292.62,0,0,0,0,0,0
1200,8307.22,0,0,0,0,0,0
1250,8163.8,0,0,0,0,0,0
1300,8137.5,0,0,0,0,0,0
1350,8375.77,0,0,0,0,0,0
1400,8404.08,0,0,0,0,0,0
1450,8327.65,0,0,0,0,0,0
1500,8495.14,0,0,0,0,0,0
1550,8608.63,0,0,0,0,0,0
1600,8834.47,0,0,0,0,0,0
1650,8984.41,0,0,0,0,0,0
1700,8923.62,0,0,0,0,0,0
1750,8769.93,0,0,0,0,0,0
1800,8627.01,0,0,0,0,0,0
1850,8530.39,0,0,0,0,0,0
1900,8465.48,0,0,0,0,0,0
1950,8551.9,0,0,0,0,0,0
2000,8604.89,0,0,0,0,0,0
2050,8765.66,0,0,0,0,0,0
2100,8786.59,0,0,0,0,0,0
2150,8892.88,0,0,0,0,0,0
2200,8919.11,0,0,0,0,0,0
2250,9076.95,0,0,0,0,0,0
2300,9157.37,0,0,0,0,0,0
2350,9083.58,0,0,0,0,0,0
2400,9176.63,0,0,0,0,0,0
2450,9358.05,0,0,0,0,0,0
2500,9483.02,0,0,0,0,0,0
2550,9756.88,0,0,0,0,0,0
2600,9754.86,0,0,0,0,0,0
2650,9986.99,0,0,0,0,0,0
2700,10281.6,0,0,0,0,0,0
