#,Wilson eigenvectors (cols), sym-part of M, sorted by λ desc
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,-0.000858626,0.342716,0.907461,-0.00401275,0.090443,0.22553
divJ2,0.173128,-0.183557,0.0444079,0.00339112,0.92782,-0.271108
curlJ2,-0.0338623,0.705617,-0.417012,0.00492683,0.306862,0.482566
JdotDivJ,0.170697,0.589872,-0.0162944,-0.0520294,-0.140554,-0.774716
J4,0.969331,-0.0464907,-0.0188824,-0.00339892,-0.130016,0.202394
stateSq,0.0117686,0.0290942,0.00463983,0.998614,-0.0120669,-0.040229
