#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,15.9894,0.374914,-7.16595,16.4327,0.0229968,0.942054
divJ2,-3.19023e-05,3.56527,0.0165845,1.14442,-0.000531728,0.55476
curlJ2,-0.0170171,-6.62958,9.26421,32.8481,0.143244,1.61656
JdotDivJ,0.000799147,2.01624,0.0515568,2.75996,-0.00359355,-0.326162
J4,-3.70291,95.7299,-23.2626,96.0586,256.327,6.46925
stateSq,2.42861e-17,-3.55271e-15,0,-2.84217e-14,8.53484e-16,8
