#,stderr (bootstrap, 100 resamples)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,0.00583161,13.2129,0.458903,13.8007,0.0297894,0.609993
divJ2,0.000402409,0.876454,0.0270413,1.10722,0.00215805,0.0444737
curlJ2,0.0153482,35.9109,0.921513,35.936,0.0773684,1.63353
JdotDivJ,0.000467049,0.926837,0.032158,1.19049,0.00245403,0.0510979
J4,0.0522216,79.6274,3.1596,87.6604,0.286888,4.84664
stateSq,9.7442e-17,1.92316e-14,1.0235e-15,5.54121e-14,5.04359e-16,4.30377e-15
