x,y,z,count,mu_sq,sigma_sq,freq,in_mask
4,15,8,409,0.103858,0.008235,0.051125,1
4,15,9,453,0.113053,0.009786,0.056625,1
4,15,10,484,0.120476,0.012029,0.060500,1
4,15,11,487,0.121872,0.012758,0.060875,1
4,15,12,481,0.122104,0.012991,0.060125,1
4,15,13,486,0.122457,0.012557,0.060750,1
4,15,14,477,0.118594,0.011609,0.059625,1
4,15,15,462,0.113458,0.010000,0.057750,1
4,15,16,382,0.103626,0.007796,0.047750,1
4,15,17,302,0.092534,0.006217,0.037750,1
4,15,18,219,0.083750,0.004909,0.027375,1
4,15,19,193,0.079304,0.004495,0.024125,1
4,15,20,200,0.079008,0.004440,0.025000,1
4,15,21,234,0.083066,0.004775,0.029250,1
4,15,22,271,0.088504,0.005377,0.033875,0
4,15,23,318,0.090725,0.005897,0.039750,0
4,16,0,259,0.083347,0.005130,0.032375,0
4,16,1,268,0.083698,0.005086,0.033500,0
4,16,2,222,0.082601,0.004502,0.027750,1
4,16,3,214,0.080533,0.004465,0.026750,1
4,16,4,179,0.077948,0.004338,0.022375,1
4,16,5,160,0.076710,0.004042,0.020000,1
4,16,6,168,0.079493,0.004123,0.021000,1
4,16,7,267,0.086283,0.005412,0.033375,1
4,16,8,337,0.094546,0.006772,0.042125,1
4,16,9,363,0.100396,0.007863,0.045375,1
4,16,10,416,0.104745,0.008736,0.052000,1
4,16,11,427,0.105872,0.009635,0.053375,1
4,16,12,378,0.106305,0.009779,0.047250,1
4,16,13,408,0.105823,0.009582,0.051000,1
4,16,14,403,0.104637,0.008968,0.050375,1
4,16,15,380,0.100949,0.007993,0.047500,1
4,16,16,345,0.094093,0.006608,0.043125,1
4,16,17,272,0.086528,0.005297,0.034000,1
4,16,18,201,0.080515,0.004500,0.025125,1
4,16,19,167,0.076979,0.004059,0.020875,1
4,16,20,156,0.077508,0.004034,0.019500,1
4,16,21,195,0.080757,0.004445,0.024375,1
4,16,22,233,0.083340,0.004792,0.029125,0
4,16,23,263,0.084602,0.005104,0.032875,0
4,17,0,314,0.087887,0.005482,0.039250,0
4,17,1,319,0.087425,0.005643,0.039875,0
4,17,2,274,0.086221,0.005329,0.034250,1
4,17,3,238,0.084116,0.004899,0.029750,1
4,17,4,228,0.081250,0.004622,0.028500,1
4,17,5,181,0.079549,0.004006,0.022625,1
4,17,6,186,0.081320,0.004167,0.023250,1
4,17,7,241,0.086425,0.005100,0.030125,1
4,17,8,348,0.093638,0.006109,0.043500,1
4,17,9,376,0.098085,0.006741,0.047000,1
4,17,10,366,0.099825,0.007263,0.045750,1
4,17,11,378,0.101235,0.007521,0.047250,1
4,17,12,350,0.100824,0.007521,0.043750,1
4,17,13,356,0.100336,0.007639,0.044500,1
4,17,14,374,0.099758,0.007155,0.046750,1
4,17,15,361,0.097330,0.006642,0.045125,1
4,17,16,330,0.093154,0.005969,0.041250,1
4,17,17,249,0.087153,0.005057,0.031125,1
4,17,18,202,0.082580,0.004394,0.025250,1
4,17,19,190,0.079992,0.004131,0.023750,1
4,17,20,186,0.080898,0.004353,0.023250,1
4,17,21,261,0.084034,0.005020,0.032625,1
4,17,22,280,0.086228,0.005227,0.035000,0
4,17,23,298,0.087317,0.005528,0.037250,0
4,18,0,347,0.094361,0.006863,0.043375,0
4,18,1,358,0.094256,0.006870,0.044750,0
4,18,2,326,0.092903,0.006621,0.040750,1
4,18,3,299,0.090325,0.006118,0.037375,1
4,18,4,262,0.086278,0.005172,0.032750,1
4,18,5,194,0.082733,0.004395,0.024250,1
4,18,6,207,0.083619,0.004406,0.025875,1
4,18,7,244,0.087149,0.004886,0.030500,1
4,18,8,307,0.091656,0.005357,0.038375,1
4,18,9,325,0.095306,0.005629,0.040625,1
4,18,10,318,0.096700,0.005852,0.039750,1
4,18,11,325,0.096090,0.006046,0.040625,1
4,18,12,359,0.096416,0.006204,0.044875,1
4,18,13,334,0.096143,0.006083,0.041750,1
4,18,14,328,0.097228,0.005918,0.041000,1
4,18,15,330,0.095458,0.005645,0.041250,1
4,18,16,292,0.092638,0.005392,0.036500,1
4,18,17,247,0.087647,0.004804,0.030875,1
4,18,18,200,0.084249,0.004315,0.025000,1
4,18,19,206,0.083466,0.004510,0.025750,1
4,18,20,252,0.086202,0.005233,0.031500,1
4,18,21,299,0.089716,0.006169,0.037375,1
4,18,22,330,0.092830,0.006788,0.041250,0
4,18,23,357,0.094499,0.007182,0.044625,0
4,19,0,298,0.097417,0.008878,0.037250,0
4,19,1,281,0.097181,0.009082,0.035125,0
4,19,2,282,0.098232,0.008895,0.035250,1
4,19,3,271,0.096373,0.008408,0.033875,1
4,19,4,292,0.092052,0.006747,0.036500,1
4,19,5,260,0.086949,0.005336,0.032500,1
4,19,6,225,0.085576,0.004660,0.028125,1
4,19,7,244,0.087875,0.004879,0.030500,1
4,19,8,299,0.090746,0.005437,0.037375,1
4,19,9,276,0.091692,0.005313,0.034500,1
4,19,10,309,0.090284,0.005324,0.038625,1
4,19,11,278,0.087933,0.005281,0.034750,1
4,19,12,260,0.086464,0.005078,0.032500,1
4,19,13,256,0.087700,0.004887,0.032000,1
4,19,14,266,0.090225,0.005240,0.033250,1
4,19,15,287,0.092780,0.005368,0.035875,1
4,19,16,267,0.090488,0.005141,0.033375,1
4,19,17,248,0.088425,0.004955,0.031000,1
4,19,18,238,0.086832,0.004836,0.029750,1
4,19,19,269,0.087708,0.005440,0.033625,1
4,19,20,275,0.091437,0.006892,0.034375,1
4,19,21,284,0.095765,0.008457,0.035500,1
4,19,22,287,0.098363,0.009125,0.035875,0
4,19,23,298,0.097696,0.009182,0.037250,0
4,20,0,296,0.104847,0.013789,0.037000,0
4,20,1,277,0.106237,0.014286,0.034625,0
4,20,2,277,0.108503,0.015019,0.034625,1
4,20,3,266,0.107801,0.014067,0.033250,1
4,20,4,290,0.103743,0.010902,0.036250,1
4,20,5,314,0.098409,0.008031,0.039250,1
4,20,6,322,0.094120,0.006199,0.040250,1
4,20,7,323,0.092920,0.006070,0.040375,1
4,20,8,327,0.092889,0.006109,0.040875,1
4,20,9,303,0.089828,0.005538,0.037875,1
4,20,10,237,0.084111,0.004948,0.029625,1
4,20,11,191,0.077596,0.004220,0.023875,1
4,20,12,182,0.076072,0.004237,0.022750,1
4,20,13,183,0.079016,0.004306,0.022875,1
4,20,14,237,0.084152,0.004789,0.029625,1
4,20,15,276,0.089364,0.005420,0.034500,1
4,20,16,322,0.091657,0.005917,0.040250,1
4,20,17,315,0.092503,0.005911,0.039375,1
4,20,18,340,0.094258,0.006202,0.042500,1
4,20,19,338,0.097930,0.008070,0.042250,1
4,20,20,288,0.103051,0.011128,0.036000,1
4,20,21,279,0.108489,0.014426,0.034875,1
4,20,22,276,0.109292,0.015160,0.034500,0
4,20,23,291,0.106093,0.014091,0.036375,0
4,21,0,327,0.132918,0.025770,0.040875,0
4,21,1,320,0.135004,0.027013,0.040000,0
4,21,2,322,0.137080,0.028150,0.040250,1
4,21,3,298,0.134498,0.026025,0.037250,1
4,21,4,291,0.127514,0.019527,0.036375,1
4,21,5,350,0.118579,0.012794,0.043750,1
4,21,6,418,0.111451,0.008809,0.052250,1
4,21,7,420,0.107705,0.008159,0.052500,1
4,21,8,398,0.107065,0.007983,0.049750,1
4,21,9,415,0.103594,0.007319,0.051875,1
4,21,10,370,0.097468,0.006213,0.046250,1
4,21,11,292,0.091630,0.005467,0.036500,1
4,21,12,294,0.089999,0.005572,0.036750,1
4,21,13,333,0.092705,0.005724,0.041625,1
4,21,14,374,0.098218,0.006113,0.046750,1
4,21,15,388,0.103479,0.006939,0.048500,1
4,21,16,391,0.105653,0.007847,0.048875,1
4,21,17,410,0.107404,0.007969,0.051250,1
4,21,18,426,0.111466,0.008841,0.053250,1
4,21,19,354,0.117976,0.012988,0.044250,1
4,21,20,342,0.128405,0.019990,0.042750,1
4,21,21,308,0.135172,0.026566,0.038500,1
4,21,22,307,0.136976,0.028463,0.038375,0
4,21,23,322,0.134756,0.026166,0.040250,0
4,22,0,341,0.161140,0.040397,0.042625,0
4,22,1,332,0.161608,0.041365,0.041500,0
4,22,2,347,0.162439,0.042933,0.043375,0
4,22,3,321,0.159313,0.038570,0.040125,0
4,22,4,345,0.148311,0.028157,0.043125,0
4,22,5,402,0.135748,0.017205,0.050250,0
4,22,6,460,0.127444,0.011424,0.057500,0
4,22,7,503,0.124498,0.010215,0.062875,0
4,22,8,503,0.125618,0.010359,0.062875,0
4,22,9,554,0.126227,0.010445,0.069250,0
4,22,10,605,0.123126,0.009943,0.075625,0
4,22,11,556,0.119563,0.010038,0.069500,0
4,22,12,564,0.117980,0.010340,0.070500,0
4,22,13,553,0.119683,0.009896,0.069125,0
4,22,14,581,0.123177,0.009241,0.072625,0
4,22,15,560,0.125241,0.010309,0.070000,0
4,22,16,520,0.124996,0.010156,0.065000,0
4,22,17,495,0.124656,0.010054,0.061875,0
4,22,18,476,0.127706,0.011609,0.059500,0
4,22,19,401,0.136131,0.017655,0.050125,0
4,22,20,364,0.149580,0.028853,0.045500,0
4,22,21,349,0.159543,0.039354,0.043625,0
4,22,22,341,0.162619,0.042890,0.042625,0
4,22,23,330,0.162409,0.041304,0.041250,0
4,23,0,366,0.149481,0.031507,0.045750,0
4,23,1,384,0.151361,0.033593,0.048000,0
4,23,2,354,0.155467,0.036519,0.044250,0
4,23,3,372,0.153954,0.035554,0.046500,0
4,23,4,372,0.146615,0.027367,0.046500,0
4,23,5,408,0.135014,0.017364,0.051000,0
4,23,6,470,0.126838,0.011606,0.058750,0
4,23,7,519,0.124199,0.010582,0.064875,0
4,23,8,485,0.122946,0.010870,0.060625,0
4,23,9,504,0.119788,0.010105,0.063000,0
4,23,10,533,0.113866,0.008717,0.066625,0
4,23,11,500,0.108361,0.008163,0.062500,0
4,23,12,484,0.105728,0.007858,0.060500,0
4,23,13,469,0.108072,0.007936,0.058625,0
4,23,14,506,0.113879,0.008577,0.063250,0
4,23,15,497,0.120461,0.009962,0.062125,0
4,23,16,476,0.122899,0.010810,0.059500,0
4,23,17,512,0.123175,0.010447,0.064000,0
4,23,18,489,0.127359,0.011754,0.061125,0
4,23,19,404,0.135087,0.017502,0.050500,0
4,23,20,383,0.146662,0.027670,0.047875,0
4,23,21,379,0.154799,0.035745,0.047375,0
4,23,22,373,0.155778,0.036322,0.046625,0
4,23,23,375,0.151964,0.033655,0.046875,0
5,0,0,384,0.105177,0.011643,0.048000,0
5,0,1,390,0.107946,0.012076,0.048750,0
5,0,2,372,0.112806,0.012890,0.046500,0
5,0,3,357,0.115894,0.013835,0.044625,0
5,0,4,361,0.110887,0.011712,0.045125,0
5,0,5,368,0.104669,0.008992,0.046000,0
5,0,6,381,0.099909,0.007661,0.047625,0
5,0,7,364,0.097614,0.007246,0.045500,0
5,0,8,347,0.096150,0.007320,0.043375,0
5,0,9,331,0.092116,0.006602,0.041375,0
5,0,10,300,0.084304,0.005639,0.037500,0
5,0,11,200,0.077378,0.004579,0.025000,0
5,0,12,165,0.074040,0.004226,0.020625,0
5,0,13,204,0.077032,0.004786,0.025500,0
5,0,14,261,0.083971,0.005407,0.032625,0
5,0,15,342,0.091822,0.006728,0.042750,0
5,0,16,351,0.096016,0.007156,0.043875,0
5,0,17,336,0.097359,0.007316,0.042000,0
5,0,18,350,0.099560,0.007662,0.043750,0
5,0,19,377,0.105296,0.009405,0.047125,0
5,0,20,352,0.110922,0.012001,0.044000,0
5,0,21,357,0.114811,0.013605,0.044625,0
5,0,22,393,0.113498,0.013466,0.049125,0
5,0,23,400,0.108497,0.012056,0.050000,0
5,1,0,378,0.119540,0.013660,0.047250,0
5,1,1,359,0.121077,0.014087,0.044875,0
5,1,2,354,0.123726,0.015119,0.044250,0
5,1,3,346,0.122864,0.014826,0.043250,0
5,1,4,366,0.117248,0.012241,0.045750,0
5,1,5,414,0.111003,0.009426,0.051750,0
5,1,6,420,0.107786,0.007921,0.052500,0
5,1,7,419,0.107593,0.007697,0.052375,0
5,1,8,460,0.109077,0.008265,0.057500,0
5,1,9,502,0.110673,0.008511,0.062750,0
5,1,10,466,0.106096,0.007715,0.058250,0
5,1,11,414,0.101931,0.007186,0.051750,0
5,1,12,385,0.099989,0.007261,0.048125,0
5,1,13,418,0.101567,0.007323,0.052250,0
5,1,14,483,0.106586,0.007684,0.060375,0
5,1,15,481,0.110000,0.008167,0.060125,0
5,1,16,435,0.109664,0.008143,0.054375,0
5,1,17,422,0.107447,0.007932,0.052750,0
5,1,18,436,0.106969,0.007998,0.054500,0
5,1,19,394,0.111126,0.009196,0.049250,0
5,1,20,390,0.117970,0.012731,0.048750,0
5,1,21,372,0.122844,0.014876,0.046500,0
5,1,22,358,0.123781,0.015335,0.044750,0
5,1,23,360,0.120737,0.014391,0.045000,0
5,2,0,346,0.127467,0.016280,0.043250,0
5,2,1,355,0.128896,0.016710,0.044375,0
5,2,2,336,0.129626,0.017110,0.042000,1
5,2,3,318,0.126349,0.016196,0.039750,1
5,2,4,353,0.119479,0.012757,0.044125,1
5,2,5,407,0.113323,0.009567,0.050875,1
5,2,6,432,0.109869,0.008092,0.054000,1
5,2,7,475,0.111561,0.008561,0.059375,1
5,2,8,537,0.117227,0.009402,0.067125,1
5,2,9,558,0.119072,0.009513,0.069750,1
5,2,10,544,0.119711,0.010294,0.068000,1
5,2,11,517,0.117324,0.010891,0.064625,1
5,2,12,498,0.115092,0.010877,0.062250,1
5,2,13,467,0.115547,0.010449,0.058375,1
5,2,14,520,0.118798,0.009740,0.065000,1
5,2,15,547,0.118176,0.009500,0.068375,1
5,2,16,517,0.115566,0.008906,0.064625,1
5,2,17,476,0.111040,0.008359,0.059500,1
5,2,18,460,0.109906,0.007994,0.057500,1
5,2,19,411,0.113554,0.009311,0.051375,1
5,2,20,357,0.120664,0.012776,0.044625,1
5,2,21,324,0.126407,0.015764,0.040500,1
5,2,22,350,0.129470,0.017678,0.043750,0
5,2,23,318,0.128283,0.016869,0.039750,0
5,3,0,306,0.107713,0.010646,0.038250,0
5,3,1,316,0.109018,0.011083,0.039500,0
5,3,2,305,0.110228,0.011705,0.038125,1
5,3,3,301,0.108295,0.011377,0.037625,1
5,3,4,301,0.103984,0.009191,0.037625,1
5,3,5,316,0.098129,0.006806,0.039500,1
5,3,6,297,0.095153,0.005980,0.037125,1
5,3,7,314,0.095666,0.005950,0.039250,1
5,3,8,338,0.096695,0.006100,0.042250,1
5,3,9,335,0.096432,0.005844,0.041875,1
5,3,10,322,0.093003,0.005580,0.040250,1
5,3,11,306,0.088848,0.005416,0.038250,1
5,3,12,275,0.087462,0.005340,0.034375,1
5,3,13,267,0.088702,0.005127,0.033375,1
5,3,14,337,0.093089,0.005570,0.042125,1
5,3,15,352,0.096115,0.005814,0.044000,1
5,3,16,343,0.096454,0.006192,0.042875,1
5,3,17,323,0.095913,0.006211,0.040375,1
5,3,18,331,0.095216,0.006008,0.041375,1
5,3,19,339,0.099176,0.007079,0.042375,1
5,3,20,322,0.104883,0.009149,0.040250,1
5,3,21,302,0.109626,0.011166,0.037750,1
5,3,22,330,0.111138,0.012064,0.041250,0
5,3,23,318,0.109392,0.011122,0.039750,0
5,4,0,285,0.087113,0.007134,0.035625,0
5,4,1,280,0.088940,0.007402,0.035000,0
5,4,2,267,0.089599,0.007321,0.033375,1
5,4,3,265,0.088940,0.006876,0.033125,1
5,4,4,254,0.086176,0.005855,0.031750,1
5,4,5,213,0.082898,0.004816,0.026625,1
5,4,6,208,0.082108,0.004573,0.026000,1
5,4,7,214,0.082303,0.004689,0.026750,1
5,4,8,227,0.082923,0.004645,0.028375,1
5,4,9,216,0.082560,0.004568,0.027000,1
5,4,10,188,0.079454,0.004242,0.023500,1
5,4,11,136,0.074958,0.003824,0.017000,1
5,4,12,131,0.072855,0.003650,0.016375,1
5,4,13,133,0.073614,0.003700,0.016625,1
5,4,14,187,0.078865,0.004017,0.023375,1
5,4,15,188,0.082027,0.004363,0.023500,1
5,4,16,234,0.083363,0.004767,0.029250,1
5,4,17,206,0.082603,0.004658,0.025750,1
5,4,18,194,0.081448,0.004363,0.024250,1
5,4,19,229,0.084356,0.004978,0.028625,1
5,4,20,278,0.087805,0.006173,0.034750,1
5,4,21,264,0.089644,0.007012,0.033000,1
5,4,22,286,0.089611,0.007419,0.035750,0
5,4,23,268,0.088122,0.007176,0.033500,0
5,5,0,257,0.081002,0.005635,0.032125,0
5,5,1,264,0.082039,0.005603,0.033000,0
5,5,2,248,0.083378,0.005472,0.031000,1
5,5,3,236,0.082338,0.005242,0.029500,1
5,5,4,188,0.079428,0.004510,0.023500,1
5,5,5,172,0.076920,0.004036,0.021500,1
5,5,6,153,0.077386,0.003921,0.019125,1
5,5,7,173,0.079901,0.004110,0.021625,1
5,5,8,203,0.082930,0.004383,0.025375,1
5,5,9,222,0.085855,0.004589,0.027750,1
5,5,10,247,0.086573,0.005006,0.030875,1
5,5,11,253,0.084737,0.005089,0.031625,1
5,5,12,236,0.083053,0.005070,0.029500,1
5,5,13,248,0.083721,0.004853,0.031000,1
5,5,14,240,0.084628,0.004599,0.030000,1
5,5,15,227,0.085713,0.004606,0.028375,1
5,5,16,208,0.083219,0.004558,0.026000,1
5,5,17,161,0.079008,0.004077,0.020125,1
5,5,18,150,0.077460,0.003848,0.018750,1
5,5,19,165,0.076663,0.003875,0.020625,1
5,5,20,211,0.079452,0.004448,0.026375,1
5,5,21,223,0.081748,0.004876,0.027875,1
5,5,22,271,0.084322,0.005710,0.033875,0
5,5,23,251,0.082236,0.005616,0.031375,0
5,6,0,242,0.081692,0.005040,0.030250,0
5,6,1,266,0.082444,0.005085,0.033250,0
5,6,2,219,0.082202,0.004684,0.027375,1
5,6,3,168,0.079868,0.004257,0.021000,1
5,6,4,150,0.077427,0.003866,0.018750,1
5,6,5,135,0.075161,0.003661,0.016875,1
5,6,6,125,0.075066,0.003562,0.015625,1
5,6,7,167,0.080636,0.004016,0.020875,1
5,6,8,239,0.085090,0.004563,0.029875,1
5,6,9,272,0.090086,0.004968,0.034000,1
5,6,10,274,0.092318,0.005225,0.034250,1
5,6,11,349,0.093274,0.005861,0.043625,1
5,6,12,312,0.091856,0.005775,0.039000,1
5,6,13,339,0.092595,0.005646,0.042375,1
5,6,14,293,0.091092,0.005380,0.036625,1
5,6,15,279,0.089616,0.005015,0.034875,1
5,6,16,231,0.086532,0.004637,0.028875,1
5,6,17,177,0.080309,0.004082,0.022125,1
5,6,18,142,0.077049,0.003718,0.017750,1
5,6,19,128,0.075284,0.003589,0.016000,1
5,6,20,169,0.076537,0.003929,0.021125,1
5,6,21,196,0.080076,0.004471,0.024500,1
5,6,22,216,0.082054,0.004630,0.027000,0
5,6,23,254,0.082012,0.005043,0.031750,0
5,7,0,209,0.079256,0.004545,0.026125,0
5,7,1,203,0.079762,0.004436,0.025375,0
5,7,2,189,0.079198,0.004152,0.023625,1
5,7,3,152,0.077377,0.003859,0.019000,1
5,7,4,132,0.074770,0.003635,0.016500,1
5,7,5,99,0.073392,0.003383,0.012375,1
5,7,6,147,0.075457,0.003718,0.018375,1
5,7,7,182,0.079941,0.004194,0.022750,1
5,7,8,238,0.087676,0.004946,0.029750,1
5,7,9,322,0.091867,0.005589,0.040250,1
5,7,10,350,0.094492,0.006136,0.043750,1
5,7,11,339,0.095653,0.006236,0.042375,1
5,7,12,355,0.095156,0.006390,0.044375,1
5,7,13,338,0.095464,0.006206,0.042250,1
5,7,14,360,0.095118,0.006165,0.045000,1
5,7,15,271,0.090616,0.005434,0.033875,1
5,7,16,233,0.086182,0.004789,0.029125,1
5,7,17,200,0.080260,0.004193,0.025000,1
5,7,18,150,0.075674,0.003711,0.018750,1
5,7,19,120,0.073811,0.003622,0.015000,1
5,7,20,130,0.075337,0.003761,0.016250,1
5,7,21,168,0.077691,0.003990,0.021000,1
5,7,22,166,0.078507,0.004069,0.020750,0
5,7,23,215,0.079919,0.004583,0.026875,0
5,8,0,195,0.077038,0.004391,0.024375,0
5,8,1,186,0.077548,0.004261,0.023250,0
5,8,2,156,0.077050,0.003877,0.019500,1
5,8,3,147,0.075340,0.003719,0.018375,1
5,8,4,113,0.071723,0.003351,0.014125,1
5,8,5,111,0.072112,0.003281,0.013875,1
5,8,6,133,0.074423,0.003625,0.016625,1
5,8,7,184,0.078886,0.004177,0.023000,1
5,8,8,263,0.086271,0.005164,0.032875,1
5,8,9,343,0.092278,0.006494,0.042875,1
5,8,10,357,0.096209,0.007528,0.044625,1
5,8,11,362,0.097840,0.007807,0.045250,1
5,8,12,369,0.097614,0.008268,0.046125,1
5,8,13,372,0.097429,0.008093,0.046500,1
5,8,14,371,0.096011,0.007536,0.046375,1
5,8,15,340,0.092433,0.006460,0.042500,1
5,8,16,253,0.086229,0.005318,0.031625,1
5,8,17,183,0.078943,0.004312,0.022875,1
5,8,18,150,0.074238,0.003672,0.018750,1
5,8,19,138,0.072205,0.003740,0.017250,1
5,8,20,143,0.073079,0.003692,0.017875,1
5,8,21,148,0.075107,0.003758,0.018500,1
5,8,22,177,0.076978,0.003949,0.022125,0
5,8,23,181,0.077383,0.004235,0.022625,0
5,9,0,267,0.082986,0.005299,0.033375,0
5,9,1,240,0.081728,0.004944,0.030000,0
5,9,2,222,0.081347,0.004605,0.027750,1
5,9,3,177,0.078487,0.004219,0.022125,1
5,9,4,158,0.075479,0.003909,0.019750,1
5,9,5,134,0.073640,0.003660,0.016750,1
5,9,6,158,0.076914,0.004093,0.019750,1
5,9,7,245,0.085067,0.005120,0.030625,1
5,9,8,331,0.094922,0.006549,0.041375,1
5,9,9,426,0.104438,0.008808,0.053250,1
5,9,10,454,0.109771,0.010285,0.056750,1
5,9,11,450,0.111627,0.010904,0.056250,1
5,9,12,456,0.111771,0.011319,0.057000,1
5,9,13,430,0.110994,0.010989,0.053750,1
5,9,14,454,0.109282,0.010125,0.056750,1
5,9,15,417,0.103992,0.008611,0.052125,1
5,9,16,345,0.094533,0.006762,0.043125,1
5,9,17,240,0.084282,0.005076,0.030000,1
5,9,18,171,0.077211,0.004126,0.021375,1
5,9,19,156,0.073362,0.003805,0.019500,1
5,9,20,162,0.075424,0.003980,0.020250,1
5,9,21,179,0.078248,0.004256,0.022375,1
5,9,22,216,0.081632,0.004570,0.027000,0
5,9,23,235,0.082363,0.005018,0.029375,0
5,10,0,337,0.089452,0.006869,0.042125,0
5,10,1,314,0.088192,0.006562,0.039250,0
5,10,2,288,0.086987,0.005633,0.036000,1
5,10,3,220,0.082797,0.004733,0.027500,1
5,10,4,190,0.079090,0.004404,0.023750,1
5,10,5,207,0.078415,0.004345,0.025875,1
5,10,6,240,0.085069,0.005020,0.030000,1
5,10,7,371,0.097604,0.006672,0.046375,1
5,10,8,498,0.111866,0.009410,0.062250,1
5,10,9,535,0.123712,0.012471,0.066875,1
5,10,10,512,0.130716,0.014943,0.064000,1
5,10,11,507,0.133423,0.016638,0.063375,1
5,10,12,530,0.134092,0.018080,0.066250,1
5,10,13,533,0.133229,0.017247,0.066625,1
5,10,14,502,0.130455,0.015037,0.062750,1
5,10,15,501,0.121756,0.011936,0.062625,1
5,10,16,440,0.110647,0.009040,0.055000,1
5,10,17,392,0.098059,0.007017,0.049000,1
5,10,18,254,0.085673,0.005147,0.031750,1
5,10,19,190,0.079072,0.004356,0.023750,1
5,10,20,188,0.079327,0.004494,0.023500,1
5,10,21,258,0.083400,0.004878,0.032250,1
5,10,22,286,0.087320,0.005431,0.035750,0
5,10,23,315,0.088460,0.006322,0.039375,0
5,11,0,257,0.081928,0.005574,0.032125,0
5,11,1,242,0.082816,0.005101,0.030250,0
5,11,2,234,0.082844,0.004708,0.029250,1
5,11,3,188,0.080187,0.004233,0.023500,1
5,11,4,155,0.077658,0.004107,0.019375,1
5,11,5,165,0.077100,0.004156,0.020625,1
5,11,6,240,0.083650,0.004968,0.030000,1
5,11,7,357,0.096466,0.006667,0.044625,1
5,11,8,480,0.110394,0.009168,0.060000,1
5,11,9,516,0.121530,0.012321,0.064500,1
5,11,10,520,0.127356,0.014993,0.065000,1
5,11,11,529,0.128919,0.017015,0.066125,1
5,11,12,509,0.128981,0.017859,0.063625,1
5,11,13,498,0.127547,0.016367,0.062250,1
5,11,14,515,0.125945,0.014536,0.064375,1
5,11,15,494,0.120272,0.011668,0.061750,1
5,11,16,498,0.110522,0.009088,0.062250,1
5,11,17,351,0.096221,0.006656,0.043875,1
5,11,18,254,0.084015,0.005100,0.031750,1
5,11,19,176,0.077320,0.004316,0.022000,1
5,11,20,189,0.077625,0.004455,0.023625,1
5,11,21,203,0.080427,0.004564,0.025375,1
5,11,22,234,0.082202,0.004678,0.029250,0
5,11,23,264,0.082565,0.005323,0.033000,0
5,12,0,197,0.073994,0.004394,0.024625,0
5,12,1,175,0.074479,0.004089,0.021875,0
5,12,2,183,0.076657,0.004160,0.022875,1
5,12,3,174,0.076545,0.004181,0.021750,1
5,12,4,150,0.073382,0.003902,0.018750,1
5,12,5,181,0.074461,0.004117,0.022625,1
5,12,6,194,0.078421,0.004647,0.024250,1
5,12,7,303,0.090026,0.006221,0.037875,1
5,12,8,391,0.101528,0.008421,0.048875,1
5,12,9,436,0.110386,0.010899,0.054500,1
5,12,10,413,0.114315,0.013331,0.051625,1
5,12,11,430,0.115287,0.015348,0.053750,1
5,12,12,417,0.114817,0.016250,0.052125,1
5,12,13,409,0.115216,0.015595,0.051125,1
5,12,14,430,0.114581,0.013314,0.053750,1
5,12,15,408,0.109803,0.010843,0.051000,1
5,12,16,394,0.101020,0.008514,0.049250,1
5,12,17,303,0.089527,0.006298,0.037875,1
5,12,18,201,0.079279,0.004667,0.025125,1
5,12,19,164,0.073414,0.004060,0.020500,1
5,12,20,162,0.074370,0.004163,0.020250,1
5,12,21,175,0.076191,0.004174,0.021875,1
5,12,22,177,0.076963,0.004181,0.022125,0
5,12,23,190,0.075711,0.004466,0.023750,0
5,13,0,262,0.082764,0.005369,0.032750,0
5,13,1,236,0.082680,0.005070,0.029500,0
5,13,2,271,0.083099,0.004886,0.033875,1
5,13,3,210,0.080062,0.004531,0.026250,1
5,13,4,183,0.076833,0.004257,0.022875,1
5,13,5,187,0.077783,0.004343,0.023375,1
5,13,6,215,0.083780,0.004843,0.026875,1
5,13,7,343,0.096196,0.006549,0.042875,1
5,13,8,465,0.109563,0.009010,0.058125,1
5,13,9,499,0.120528,0.011933,0.062375,1
5,13,10,495,0.126456,0.014586,0.061875,1
5,13,11,479,0.126978,0.016389,0.059875,1
5,13,12,483,0.128365,0.017561,0.060375,1
5,13,13,503,0.127520,0.016833,0.062875,1
5,13,14,500,0.127063,0.014790,0.062500,1
5,13,15,502,0.119744,0.011694,0.062750,1
5,13,16,453,0.110051,0.008918,0.056625,1
5,13,17,346,0.096552,0.006435,0.043250,1
5,13,18,232,0.084388,0.004988,0.029000,1
5,13,19,169,0.076871,0.004266,0.021125,1
5,13,20,206,0.078113,0.004424,0.025750,1
5,13,21,218,0.080979,0.004485,0.027250,1
5,13,22,236,0.082972,0.005000,0.029500,0
5,13,23,259,0.082795,0.005239,0.032375,0
5,14,0,327,0.088722,0.006811,0.040875,0
5,14,1,314,0.088350,0.006417,0.039250,0
5,14,2,282,0.086703,0.005372,0.035250,1
5,14,3,250,0.082738,0.004812,0.031250,1
5,14,4,202,0.079621,0.004483,0.025250,1
5,14,5,202,0.079541,0.004472,0.025250,1
5,14,6,253,0.084868,0.005006,0.031625,1
5,14,7,374,0.097290,0.006809,0.046750,1
5,14,8,491,0.111103,0.009122,0.061375,1
5,14,9,501,0.121748,0.011895,0.062625,1
5,14,10,522,0.128970,0.014664,0.065250,1
5,14,11,518,0.131686,0.016483,0.064750,1
5,14,12,504,0.132655,0.016642,0.063000,1
5,14,13,508,0.131550,0.016449,0.063500,1
