x,y,z,count,mu_sq,sigma_sq,freq,in_mask
0,0,0,13,0.048426,0.001536,0.001625,0
0,0,1,101,0.062166,0.003021,0.012625,0
0,0,2,289,0.091766,0.009921,0.036125,0
0,0,3,397,0.122290,0.019492,0.049625,0
0,0,4,445,0.137860,0.023473,0.055625,0
0,0,5,436,0.138682,0.020043,0.054500,0
0,0,6,437,0.132955,0.016173,0.054625,0
0,0,7,427,0.126444,0.016237,0.053375,0
0,0,8,304,0.117628,0.017172,0.038000,0
0,0,9,262,0.102895,0.013810,0.032750,0
0,0,10,247,0.080220,0.007186,0.030875,0
0,0,11,60,0.057187,0.002509,0.007500,0
0,0,12,11,0.047181,0.001441,0.001375,0
0,0,13,72,0.057120,0.002506,0.009000,0
0,0,14,233,0.079213,0.006788,0.029125,0
0,0,15,254,0.102470,0.013396,0.031750,0
0,0,16,287,0.117298,0.016681,0.035875,0
0,0,17,402,0.126010,0.015609,0.050250,0
0,0,18,430,0.132655,0.016067,0.053750,0
0,0,19,433,0.138189,0.019621,0.054125,0
0,0,20,426,0.136780,0.023073,0.053250,0
0,0,21,369,0.120893,0.019319,0.046125,0
0,0,22,288,0.092368,0.009772,0.036000,0
0,0,23,81,0.061738,0.002922,0.010125,0
0,1,0,266,0.092258,0.014223,0.033250,0
0,1,1,248,0.102403,0.017119,0.031000,0
0,1,2,275,0.125801,0.024883,0.034375,0
0,1,3,342,0.147533,0.032084,0.042750,0
0,1,4,413,0.155291,0.031218,0.051625,0
0,1,5,424,0.151688,0.023714,0.053000,0
0,1,6,443,0.143382,0.017408,0.055375,0
0,1,7,466,0.138509,0.017048,0.058250,0
0,1,8,434,0.134239,0.018841,0.054250,0
0,1,9,421,0.124823,0.015524,0.052625,0
0,1,10,483,0.109294,0.010834,0.060375,0
0,1,11,352,0.092707,0.008680,0.044000,0
0,1,12,311,0.085457,0.008667,0.038875,0
0,1,13,339,0.092826,0.008549,0.042375,0
0,1,14,466,0.109338,0.010376,0.058250,0
0,1,15,435,0.124408,0.014921,0.054375,0
0,1,16,428,0.133757,0.017570,0.053500,0
0,1,17,449,0.138004,0.016676,0.056125,0
0,1,18,451,0.143790,0.017774,0.056375,0
0,1,19,428,0.150695,0.023202,0.053500,0
0,1,20,386,0.154664,0.030734,0.048250,0
0,1,21,365,0.146450,0.032214,0.045625,0
0,1,22,277,0.126305,0.025669,0.034625,0
0,1,23,247,0.102059,0.017203,0.030875,0
0,2,0,313,0.129943,0.038171,0.039125,0
0,2,1,299,0.137732,0.041863,0.037375,0
0,2,2,273,0.153999,0.047235,0.034125,0
0,2,3,338,0.165636,0.048161,0.042250,0
0,2,4,384,0.166518,0.037777,0.048000,0
0,2,5,427,0.156988,0.025550,0.053375,0
0,2,6,428,0.147381,0.017900,0.053500,0
0,2,7,455,0.142742,0.017236,0.056875,0
0,2,8,458,0.141597,0.018645,0.057250,0
0,2,9,479,0.137551,0.017043,0.059875,0
0,2,10,521,0.128137,0.016001,0.065125,0
0,2,11,439,0.117885,0.017274,0.054875,0
0,2,12,378,0.112791,0.017651,0.047250,0
0,2,13,414,0.118025,0.016579,0.051750,0
0,2,14,553,0.128109,0.015696,0.069125,0
0,2,15,503,0.137886,0.017508,0.062875,0
0,2,16,467,0.141149,0.018064,0.058375,0
0,2,17,440,0.142956,0.016928,0.055000,0
0,2,18,425,0.147567,0.018258,0.053125,0
0,2,19,427,0.156417,0.025482,0.053375,0
0,2,20,386,0.165307,0.038047,0.048250,0
0,2,21,313,0.165598,0.047663,0.039125,0
0,2,22,257,0.153732,0.047194,0.032125,0
0,2,23,279,0.137123,0.040965,0.034875,0
0,3,0,289,0.095619,0.013295,0.036125,0
0,3,1,291,0.103449,0.015893,0.036375,0
0,3,2,314,0.120145,0.021473,0.039250,0
0,3,3,330,0.133371,0.025324,0.041250,0
0,3,4,365,0.136559,0.022362,0.045625,0
0,3,5,439,0.132395,0.016499,0.054875,0
0,3,6,439,0.126559,0.012617,0.054875,0
0,3,7,410,0.122026,0.012635,0.051250,0
0,3,8,366,0.118109,0.012787,0.045750,0
0,3,9,377,0.109937,0.010879,0.047125,0
0,3,10,415,0.097303,0.007370,0.051875,0
0,3,11,299,0.084541,0.005593,0.037375,0
0,3,12,234,0.078666,0.005106,0.029250,0
0,3,13,260,0.083262,0.005390,0.032500,0
0,3,14,391,0.096873,0.007478,0.048875,0
0,3,15,371,0.109381,0.010831,0.046375,0
0,3,16,384,0.117630,0.012516,0.048000,0
0,3,17,421,0.121168,0.012294,0.052625,0
0,3,18,465,0.124629,0.012361,0.058125,0
0,3,19,419,0.132073,0.016369,0.052375,0
0,3,20,391,0.137007,0.022514,0.048875,0
0,3,21,357,0.132971,0.025597,0.044625,0
0,3,22,298,0.119866,0.022000,0.037250,0
0,3,23,303,0.104397,0.016013,0.037875,0
0,4,0,212,0.072330,0.005194,0.026500,0
0,4,1,246,0.077816,0.005730,0.030750,0
0,4,2,271,0.090422,0.008086,0.033875,0
0,4,3,308,0.102805,0.011218,0.038500,0
0,4,4,317,0.106614,0.011641,0.039625,0
0,4,5,383,0.105447,0.009545,0.047875,0
0,4,6,388,0.103597,0.008510,0.048500,0
0,4,7,318,0.101910,0.008786,0.039750,0
0,4,8,323,0.100129,0.009182,0.040375,0
0,4,9,319,0.093752,0.007959,0.039875,0
0,4,10,253,0.082572,0.005354,0.031625,0
0,4,11,148,0.071622,0.003816,0.018500,0
0,4,12,121,0.066999,0.003365,0.015125,0
0,4,13,141,0.071365,0.003714,0.017625,0
0,4,14,252,0.082317,0.005409,0.031500,0
0,4,15,305,0.092489,0.007745,0.038125,0
0,4,16,303,0.099696,0.008824,0.037875,0
0,4,17,344,0.102461,0.009054,0.043000,0
0,4,18,415,0.104384,0.009045,0.051875,0
0,4,19,379,0.105691,0.009472,0.047375,0
0,4,20,325,0.107211,0.011190,0.040625,0
0,4,21,290,0.103184,0.011178,0.036250,0
0,4,22,286,0.091736,0.008637,0.035750,0
0,4,23,257,0.078593,0.005930,0.032125,0
0,5,0,323,0.085432,0.007823,0.040375,0
0,5,1,323,0.089063,0.008193,0.040375,0
0,5,2,344,0.094958,0.008607,0.043000,0
0,5,3,316,0.098866,0.008518,0.039500,0
0,5,4,313,0.097204,0.007871,0.039125,0
0,5,5,327,0.094028,0.006539,0.040875,0
0,5,6,311,0.092379,0.006506,0.038875,0
0,5,7,315,0.093974,0.007241,0.039375,0
0,5,8,347,0.096530,0.007652,0.043375,0
0,5,9,393,0.096039,0.007694,0.049125,0
0,5,10,391,0.092233,0.006939,0.048875,0
0,5,11,342,0.087683,0.006354,0.042750,0
0,5,12,335,0.084365,0.006206,0.041875,0
0,5,13,352,0.086617,0.006217,0.044000,0
0,5,14,402,0.091701,0.006789,0.050250,0
0,5,15,370,0.096322,0.007555,0.046250,0
0,5,16,345,0.097001,0.007725,0.043125,0
0,5,17,327,0.094352,0.006988,0.040875,0
0,5,18,319,0.093685,0.006513,0.039875,0
0,5,19,343,0.095288,0.007051,0.042875,0
0,5,20,322,0.097968,0.007947,0.040250,0
0,5,21,307,0.099223,0.008805,0.038375,0
0,5,22,310,0.094689,0.008122,0.038750,0
0,5,23,339,0.089076,0.008149,0.042375,0
0,6,0,389,0.089474,0.007931,0.048625,0
0,6,1,389,0.090595,0.007994,0.048625,0
0,6,2,375,0.093570,0.007740,0.046875,0
0,6,3,369,0.095293,0.007458,0.046125,0
0,6,4,354,0.093077,0.006598,0.044250,0
0,6,5,294,0.088885,0.005576,0.036750,0
0,6,6,279,0.086988,0.005594,0.034875,0
0,6,7,283,0.087737,0.005955,0.035375,0
0,6,8,321,0.090816,0.006625,0.040125,0
0,6,9,347,0.093054,0.006805,0.043375,0
0,6,10,363,0.091629,0.006539,0.045375,0
0,6,11,378,0.089207,0.006537,0.047250,0
0,6,12,372,0.086981,0.006434,0.046500,0
0,6,13,366,0.089104,0.006555,0.045750,0
0,6,14,365,0.092089,0.006545,0.045625,0
0,6,15,361,0.092719,0.006646,0.045125,0
0,6,16,315,0.092315,0.006622,0.039375,0
0,6,17,287,0.088684,0.005824,0.035875,0
0,6,18,285,0.087362,0.005647,0.035625,0
0,6,19,288,0.090176,0.005714,0.036000,0
0,6,20,325,0.093690,0.006398,0.040625,0
0,6,21,366,0.095857,0.007397,0.045750,0
0,6,22,372,0.094107,0.007981,0.046500,0
0,6,23,377,0.089922,0.008040,0.047125,0
0,7,0,204,0.073622,0.004864,0.025500,0
0,7,1,213,0.075530,0.005039,0.026625,0
0,7,2,250,0.080535,0.005312,0.031250,0
0,7,3,279,0.083874,0.005498,0.034875,0
0,7,4,271,0.083884,0.005168,0.033875,0
0,7,5,225,0.081371,0.004591,0.028125,0
0,7,6,192,0.080359,0.004506,0.024000,0
0,7,7,216,0.079067,0.004595,0.027000,0
0,7,8,235,0.080203,0.005007,0.029375,0
0,7,9,258,0.081050,0.005276,0.032250,0
0,7,10,229,0.079361,0.004924,0.028625,0
0,7,11,216,0.075432,0.004486,0.027000,0
0,7,12,208,0.073832,0.004502,0.026000,0
0,7,13,223,0.075797,0.004591,0.027875,0
0,7,14,243,0.078887,0.004979,0.030375,0
0,7,15,244,0.081133,0.005086,0.030500,0
0,7,16,242,0.080538,0.005078,0.030250,0
0,7,17,211,0.079275,0.004809,0.026375,0
0,7,18,196,0.079728,0.004468,0.024500,0
0,7,19,216,0.081993,0.004663,0.027000,0
0,7,20,249,0.084368,0.005085,0.031125,0
0,7,21,279,0.084725,0.005299,0.034875,0
0,7,22,216,0.080140,0.004988,0.027000,0
0,7,23,242,0.075272,0.004945,0.030250,0
0,8,0,148,0.068510,0.003917,0.018500,0
0,8,1,165,0.070240,0.004051,0.020625,0
0,8,2,190,0.076040,0.004439,0.023750,0
0,8,3,225,0.079335,0.004619,0.028125,0
0,8,4,229,0.079347,0.004633,0.028625,0
0,8,5,171,0.074858,0.004060,0.021375,0
0,8,6,131,0.071598,0.003485,0.016375,0
0,8,7,134,0.070423,0.003550,0.016750,0
0,8,8,150,0.071346,0.003820,0.018750,0
0,8,9,167,0.071739,0.004069,0.020875,0
0,8,10,170,0.070595,0.004063,0.021250,0
0,8,11,132,0.066977,0.003630,0.016500,0
0,8,12,134,0.065916,0.003736,0.016750,0
0,8,13,135,0.066626,0.003653,0.016875,0
0,8,14,161,0.069843,0.003923,0.020125,0
0,8,15,185,0.072474,0.004214,0.023125,0
0,8,16,173,0.071973,0.003904,0.021625,0
0,8,17,143,0.071126,0.003656,0.017875,0
0,8,18,152,0.072266,0.003733,0.019000,0
0,8,19,156,0.075972,0.004035,0.019500,0
0,8,20,191,0.079726,0.004418,0.023875,0
0,8,21,216,0.079644,0.004582,0.027000,0
0,8,22,179,0.076046,0.004312,0.022375,0
0,8,23,159,0.070913,0.004129,0.019875,0
0,9,0,311,0.084950,0.008317,0.038875,0
0,9,1,313,0.086008,0.007354,0.039125,0
0,9,2,338,0.088940,0.006797,0.042250,0
0,9,3,354,0.090345,0.006331,0.044250,0
0,9,4,293,0.085725,0.005465,0.036625,0
0,9,5,223,0.079961,0.004786,0.027875,0
0,9,6,187,0.076323,0.004281,0.023375,0
0,9,7,194,0.077783,0.004477,0.024250,0
0,9,8,264,0.083104,0.005799,0.033000,0
0,9,9,275,0.086170,0.007166,0.034375,0
0,9,10,284,0.085083,0.007317,0.035500,0
0,9,11,285,0.082747,0.007012,0.035625,0
0,9,12,291,0.081046,0.006661,0.036375,0
0,9,13,315,0.083242,0.007251,0.039375,0
0,9,14,318,0.086549,0.007800,0.039750,0
0,9,15,280,0.086208,0.007200,0.035000,0
0,9,16,255,0.082709,0.005932,0.031875,0
0,9,17,190,0.078947,0.004686,0.023750,0
0,9,18,206,0.076402,0.004364,0.025750,0
0,9,19,240,0.080247,0.004793,0.030000,0
0,9,20,280,0.085115,0.005492,0.035000,0
0,9,21,335,0.088869,0.006144,0.041875,0
0,9,22,320,0.089267,0.007157,0.040000,0
0,9,23,299,0.085919,0.007625,0.037375,0
0,10,0,313,0.093804,0.012723,0.039125,0
0,10,1,302,0.094773,0.011684,0.037750,0
0,10,2,343,0.096186,0.009693,0.042875,0
0,10,3,401,0.095549,0.007936,0.050125,0
0,10,4,366,0.091990,0.006782,0.045750,0
0,10,5,320,0.087054,0.006161,0.040000,0
0,10,6,316,0.088125,0.006544,0.039500,0
0,10,7,320,0.094299,0.007824,0.040000,0
0,10,8,294,0.101889,0.010945,0.036750,0
0,10,9,306,0.107509,0.015283,0.038250,0
0,10,10,311,0.106572,0.016512,0.038875,0
0,10,11,293,0.102409,0.015718,0.036625,0
0,10,12,307,0.099889,0.015196,0.038375,0
0,10,13,319,0.102522,0.016083,0.039875,0
0,10,14,312,0.108293,0.017018,0.039000,0
0,10,15,302,0.107785,0.015607,0.037750,0
0,10,16,296,0.101994,0.011345,0.037000,0
0,10,17,312,0.093279,0.008161,0.039000,0
0,10,18,334,0.088469,0.006498,0.041750,0
0,10,19,323,0.087243,0.006511,0.040375,0
0,10,20,380,0.091103,0.006875,0.047500,0
0,10,21,392,0.094486,0.007921,0.049000,0
0,10,22,367,0.096968,0.009793,0.045875,0
0,10,23,303,0.095582,0.012047,0.037875,0
0,11,0,187,0.069095,0.004956,0.023375,0
0,11,1,204,0.072285,0.005030,0.025500,0
0,11,2,247,0.079509,0.005098,0.030875,0
0,11,3,287,0.083060,0.005458,0.035875,0
0,11,4,262,0.082895,0.005626,0.032750,0
0,11,5,246,0.080569,0.005018,0.030750,0
0,11,6,233,0.081721,0.004977,0.029125,0
0,11,7,259,0.086356,0.005585,0.032375,0
0,11,8,292,0.091880,0.007260,0.036500,0
0,11,9,285,0.093266,0.008745,0.035625,0
0,11,10,257,0.087027,0.008418,0.032125,0
0,11,11,255,0.079400,0.007153,0.031875,0
0,11,12,239,0.074951,0.006441,0.029875,0
0,11,13,244,0.078728,0.007121,0.030500,0
0,11,14,268,0.087376,0.008579,0.033500,0
0,11,15,294,0.093269,0.009090,0.036750,0
0,11,16,298,0.091723,0.007504,0.037250,0
0,11,17,324,0.086780,0.005994,0.040500,0
0,11,18,258,0.082407,0.005021,0.032250,0
0,11,19,266,0.080459,0.005413,0.033250,0
0,11,20,292,0.083094,0.005704,0.036500,0
0,11,21,295,0.082944,0.005487,0.036875,0
0,11,22,251,0.079274,0.005120,0.031375,0
0,11,23,200,0.073133,0.005099,0.025000,0
0,12,0,8,0.047847,0.001527,0.001000,0
0,12,1,16,0.052948,0.001928,0.002000,0
0,12,2,92,0.063665,0.003050,0.011500,0
0,12,3,184,0.071756,0.004271,0.023000,0
0,12,4,225,0.074731,0.004943,0.028125,0
0,12,5,175,0.072433,0.004512,0.021875,0
0,12,6,149,0.072713,0.003972,0.018625,0
0,12,7,130,0.073065,0.003742,0.016250,0
0,12,8,192,0.075570,0.004254,0.024000,0
0,12,9,158,0.072313,0.004119,0.019750,0
0,12,10,108,0.063997,0.003127,0.013500,0
0,12,11,28,0.053223,0.001973,0.003500,0
0,12,12,11,0.047453,0.001524,0.001375,0
0,12,13,28,0.052861,0.001945,0.003500,0
0,12,14,92,0.063674,0.003079,0.011500,0
0,12,15,165,0.072842,0.004160,0.020625,0
0,12,16,167,0.075217,0.004191,0.020875,0
0,12,17,162,0.074147,0.003939,0.020250,0
0,12,18,174,0.072920,0.004129,0.021750,0
0,12,19,195,0.073235,0.004534,0.024375,0
0,12,20,225,0.074839,0.005052,0.028125,0
0,12,21,161,0.071815,0.004164,0.020125,0
0,12,22,86,0.064217,0.003012,0.010750,0
0,12,23,24,0.053972,0.001938,0.003000,0
0,13,0,191,0.069489,0.004966,0.023875,0
0,13,1,188,0.071490,0.004845,0.023500,0
0,13,2,227,0.079086,0.005221,0.028375,0
0,13,3,282,0.083060,0.005461,0.035250,0
0,13,4,303,0.083575,0.005818,0.037875,0
0,13,5,246,0.081506,0.005419,0.030750,0
0,13,6,244,0.081920,0.005001,0.030500,0
0,13,7,278,0.085762,0.005680,0.034750,0
0,13,8,302,0.091209,0.007466,0.037750,0
0,13,9,296,0.093138,0.009290,0.037000,0
0,13,10,271,0.087387,0.008746,0.033875,0
0,13,11,253,0.078736,0.007294,0.031625,0
0,13,12,235,0.074422,0.006591,0.029375,0
0,13,13,256,0.079668,0.007333,0.032000,0
0,13,14,268,0.087625,0.008662,0.033500,0
0,13,15,275,0.092486,0.008551,0.034375,0
0,13,16,309,0.090820,0.007327,0.038625,0
0,13,17,309,0.086586,0.006041,0.038625,0
0,13,18,252,0.081780,0.005163,0.031500,0
0,13,19,270,0.080957,0.005423,0.033750,0
0,13,20,290,0.083333,0.005750,0.036250,0
0,13,21,274,0.083342,0.005503,0.034250,0
0,13,22,221,0.079029,0.005013,0.027625,0
0,13,23,221,0.072937,0.005088,0.027625,0
0,14,0,288,0.093402,0.012774,0.036000,0
0,14,1,300,0.094521,0.011912,0.037500,0
0,14,2,358,0.097371,0.009901,0.044750,0
0,14,3,378,0.096235,0.007840,0.047250,0
0,14,4,378,0.090914,0.006844,0.047250,0
0,14,5,320,0.087506,0.006250,0.040000,0
0,14,6,327,0.087859,0.006491,0.040875,0
0,14,7,329,0.093481,0.008075,0.041125,0
0,14,8,291,0.101973,0.011154,0.036375,0
0,14,9,305,0.106401,0.015131,0.038125,0
0,14,10,288,0.106295,0.016479,0.036000,0
0,14,11,287,0.102545,0.016052,0.035875,0
0,14,12,286,0.100295,0.015330,0.035750,0
0,14,13,298,0.103580,0.016400,0.037250,0
0,14,14,314,0.106527,0.017056,0.039250,0
0,14,15,304,0.106839,0.014942,0.038000,0
0,14,16,303,0.101080,0.011339,0.037875,0
0,14,17,328,0.093643,0.008189,0.041000,0
0,14,18,336,0.087635,0.006565,0.042000,0
0,14,19,329,0.087480,0.006367,0.041125,0
0,14,20,375,0.091013,0.007009,0.046875,0
0,14,21,381,0.096085,0.008026,0.047625,0
0,14,22,335,0.096463,0.009575,0.041875,0
0,14,23,310,0.094666,0.011886,0.038750,0
0,15,0,282,0.085285,0.008326,0.035250,0
0,15,1,293,0.085577,0.007620,0.036625,0
0,15,2,335,0.088882,0.006891,0.041875,0
0,15,3,316,0.088758,0.006022,0.039500,0
0,15,4,281,0.085232,0.005424,0.035125,0
0,15,5,241,0.079699,0.004920,0.030125,0
0,15,6,201,0.077185,0.004459,0.025125,0
0,15,7,204,0.078305,0.004597,0.025500,0
0,15,8,245,0.081496,0.005668,0.030625,0
0,15,9,279,0.085589,0.007082,0.034875,0
0,15,10,307,0.085880,0.007792,0.038375,0
0,15,11,290,0.083052,0.007067,0.036250,0
0,15,12,287,0.081030,0.006713,0.035875,0
0,15,13,305,0.084079,0.007278,0.038125,0
0,15,14,301,0.085908,0.007666,0.037625,0
0,15,15,270,0.086073,0.007269,0.033750,0
0,15,16,261,0.082213,0.005913,0.032625,0
0,15,17,219,0.078752,0.004710,0.027375,0
0,15,18,206,0.077612,0.004436,0.025750,0
0,15,19,246,0.080696,0.004896,0.030750,0
0,15,20,279,0.085325,0.005425,0.034875,0
0,15,21,323,0.089201,0.006050,0.040375,0
0,15,22,325,0.088780,0.006754,0.040625,0
0,15,23,266,0.086275,0.007416,0.033250,0
0,16,0,157,0.068361,0.004128,0.019625,0
0,16,1,156,0.069903,0.004138,0.019500,0
0,16,2,176,0.074871,0.004325,0.022000,0
0,16,3,223,0.079320,0.004533,0.027875,0
0,16,4,217,0.079233,0.004579,0.027125,0
0,16,5,194,0.075976,0.004293,0.024250,0
0,16,6,125,0.072038,0.003573,0.015625,0
0,16,7,134,0.070839,0.003514,0.016750,0
0,16,8,161,0.070998,0.003859,0.020125,0
0,16,9,164,0.071605,0.004041,0.020500,0
0,16,10,159,0.070149,0.003921,0.019875,0
0,16,11,129,0.066581,0.003667,0.016125,0
0,16,12,118,0.065297,0.003479,0.014750,0
0,16,13,128,0.066034,0.003485,0.016000,0
0,16,14,152,0.069857,0.003859,0.019000,0
0,16,15,178,0.071140,0.004312,0.022250,0
0,16,16,137,0.070847,0.003752,0.017125,0
0,16,17,133,0.070939,0.003570,0.016625,0
0,16,18,124,0.072510,0.003599,0.015500,0
0,16,19,162,0.075230,0.003964,0.020250,0
0,16,20,208,0.079485,0.004504,0.026000,0
0,16,21,218,0.079046,0.004542,0.027250,0
0,16,22,170,0.075338,0.004106,0.021250,0
0,16,23,172,0.071004,0.004059,0.021500,0
0,17,0,204,0.072529,0.004826,0.025500,0
0,17,1,222,0.075628,0.005037,0.027750,0
0,17,2,241,0.080437,0.005067,0.030125,0
0,17,3,275,0.083974,0.005288,0.034375,0
0,17,4,251,0.084151,0.004970,0.031375,0
0,17,5,231,0.082677,0.004751,0.028875,0
0,17,6,184,0.078536,0.004307,0.023000,0
0,17,7,204,0.078523,0.004609,0.025500,0
0,17,8,250,0.080174,0.005033,0.031250,0
0,17,9,243,0.080374,0.005047,0.030375,0
0,17,10,216,0.078562,0.004784,0.027000,0
0,17,11,189,0.075501,0.004379,0.023625,0
0,17,12,185,0.074155,0.004287,0.023125,0
0,17,13,199,0.075308,0.004509,0.024875,0
0,17,14,237,0.079032,0.004822,0.029625,0
0,17,15,266,0.081428,0.005191,0.033250,0
0,17,16,262,0.080357,0.005091,0.032750,0
0,17,17,210,0.079100,0.004592,0.026250,0
0,17,18,193,0.080042,0.004504,0.024125,0
0,17,19,230,0.081591,0.004511,0.028750,0
0,17,20,256,0.083855,0.004991,0.032000,0
0,17,21,273,0.083557,0.005213,0.034125,0
0,17,22,227,0.080077,0.004994,0.028375,0
0,17,23,232,0.075805,0.004925,0.029000,0
0,18,0,352,0.087504,0.007961,0.044000,0
0,18,1,369,0.090799,0.008142,0.046125,0
0,18,2,395,0.094294,0.007837,0.049375,0
0,18,3,356,0.094776,0.007355,0.044500,0
0,18,4,340,0.093793,0.006522,0.042500,0
0,18,5,273,0.089381,0.005507,0.034125,0
0,18,6,267,0.087734,0.005563,0.033375,0
0,18,7,266,0.087634,0.005916,0.033250,0
0,18,8,318,0.090989,0.006399,0.039750,0
0,18,9,348,0.092605,0.006711,0.043500,0
0,18,10,359,0.091322,0.006485,0.044875,0
0,18,11,391,0.089325,0.006567,0.048875,0
0,18,12,340,0.087444,0.006276,0.042500,0
0,18,13,346,0.089363,0.006459,0.043250,0
0,18,14,350,0.092033,0.006456,0.043750,0
0,18,15,343,0.092662,0.006595,0.042875,0
0,18,16,322,0.091017,0.006589,0.040250,0
0,18,17,285,0.088762,0.005880,0.035625,0
0,18,18,249,0.087957,0.005313,0.031125,0
0,18,19,288,0.088795,0.005498,0.036000,0
0,18,20,328,0.093120,0.006406,0.041000,0
0,18,21,380,0.095935,0.007451,0.047500,0
0,18,22,381,0.094281,0.007640,0.047625,0
0,18,23,370,0.089874,0.007865,0.046250,0
0,19,0,322,0.084648,0.007735,0.040250,0
0,19,1,323,0.088046,0.007739,0.040375,0
0,19,2,304,0.093808,0.008242,0.038000,0
0,19,3,311,0.098789,0.008726,0.038875,0
0,19,4,323,0.097848,0.008154,0.040375,0
0,19,5,334,0.094316,0.006757,0.041750,0
0,19,6,311,0.093423,0.006559,0.038875,0
0,19,7,316,0.094475,0.007105,0.039500,0
0,19,8,334,0.097237,0.007613,0.041750,0
0,19,9,355,0.095856,0.007253,0.044375,0
0,19,10,388,0.091619,0.006693,0.048500,0
0,19,11,340,0.087223,0.006249,0.042500,0
0,19,12,322,0.085058,0.005905,0.040250,0
0,19,13,363,0.087349,0.006222,0.045375,0
0,19,14,371,0.092699,0.006762,0.046375,0
0,19,15,365,0.096519,0.007330,0.045625,0
0,19,16,325,0.096612,0.007814,0.040625,0
0,19,17,303,0.094273,0.007019,0.037875,0
0,19,18,322,0.093341,0.006322,0.040250,0
0,19,19,322,0.093834,0.006474,0.040250,0
0,19,20,324,0.097219,0.007764,0.040500,0
0,19,21,321,0.098930,0.008804,0.040125,0
0,19,22,301,0.094688,0.008363,0.037625,0
0,19,23,327,0.088013,0.007787,0.040875,0
0,20,0,227,0.072067,0.004987,0.028375,0
0,20,1,222,0.077479,0.005594,0.027750,0
0,20,2,286,0.090965,0.008316,0.035750,0
0,20,3,303,0.102333,0.011604,0.037875,0
0,20,4,358,0.106723,0.011668,0.044750,0
0,20,5,380,0.105472,0.009690,0.047500,0
0,20,6,402,0.103574,0.008657,0.050250,0
0,20,7,338,0.101863,0.009183,0.042250,0
0,20,8,320,0.100166,0.009314,0.040000,0
0,20,9,313,0.093728,0.007935,0.039125,0
0,20,10,254,0.082022,0.005326,0.031750,0
0,20,11,153,0.071039,0.003766,0.019125,0
0,20,12,103,0.066972,0.003385,0.012875,0
0,20,13,143,0.070372,0.003754,0.017875,0
0,20,14,263,0.081929,0.005464,0.032875,0
0,20,15,300,0.093622,0.007934,0.037500,0
0,20,16,311,0.100948,0.009334,0.038875,0
0,20,17,335,0.102399,0.009096,0.041875,0
0,20,18,385,0.103330,0.008329,0.048125,0
0,20,19,372,0.106114,0.009707,0.046500,0
0,20,20,327,0.106101,0.011575,0.040875,0
0,20,21,303,0.101597,0.011384,0.037875,0
0,20,22,262,0.089699,0.008485,0.032750,0
0,20,23,239,0.077750,0.005762,0.029875,0
0,21,0,293,0.096391,0.013030,0.036625,0
0,21,1,281,0.103748,0.015648,0.035125,0
0,21,2,313,0.121148,0.021829,0.039125,0
0,21,3,323,0.133006,0.025203,0.040375,0
0,21,4,376,0.136518,0.022385,0.047000,0
0,21,5,441,0.132024,0.016455,0.055125,0
0,21,6,451,0.125719,0.012678,0.056375,0
0,21,7,430,0.120618,0.012721,0.053750,0
0,21,8,378,0.117587,0.012869,0.047250,0
0,21,9,385,0.110498,0.010971,0.048125,0
0,21,10,374,0.096590,0.007393,0.046750,0
0,21,11,282,0.083540,0.005448,0.035250,0
0,21,12,234,0.078469,0.005123,0.029250,0
0,21,13,280,0.083966,0.005353,0.035000,0
0,21,14,374,0.096698,0.007213,0.046750,0
0,21,15,380,0.109942,0.011099,0.047500,0
0,21,16,388,0.117937,0.013093,0.048500,0
0,21,17,415,0.121406,0.012372,0.051875,0
0,21,18,435,0.125245,0.012097,0.054375,0
0,21,19,416,0.132243,0.015805,0.052000,0
0,21,20,379,0.137045,0.022752,0.047375,0
0,21,21,331,0.132617,0.025291,0.041375,0
0,21,22,296,0.119960,0.021510,0.037000,0
0,21,23,293,0.103819,0.015600,0.036625,0
0,22,0,288,0.129324,0.038705,0.036000,0
0,22,1,290,0.137925,0.040741,0.036250,0
0,22,2,242,0.152994,0.047093,0.030250,0
0,22,3,315,0.165676,0.047617,0.039375,0
0,22,4,407,0.165226,0.037528,0.050875,0
0,22,5,411,0.157160,0.025727,0.051375,0
0,22,6,451,0.147209,0.018189,0.056375,0
0,22,7,453,0.142294,0.017295,0.056625,0
0,22,8,457,0.142273,0.018735,0.057125,0
0,22,9,499,0.138170,0.017708,0.062375,0
0,22,10,559,0.128053,0.016197,0.069875,0
0,22,11,425,0.117299,0.017018,0.053125,0
0,22,12,370,0.112777,0.016893,0.046250,0
0,22,13,416,0.117928,0.016010,0.052000,0
0,22,14,525,0.127901,0.015445,0.065625,0
0,22,15,483,0.136862,0.017032,0.060375,0
0,22,16,446,0.141506,0.018231,0.055750,0
0,22,17,446,0.143008,0.017303,0.055750,0
0,22,18,433,0.147418,0.017748,0.054125,0
0,22,19,416,0.156066,0.025106,0.052000,0
0,22,20,409,0.165043,0.037626,0.051125,0
0,22,21,319,0.165397,0.046806,0.039875,0
0,22,22,288,0.154602,0.047011,0.036000,0
0,22,23,268,0.138174,0.041713,0.033500,0
0,23,0,286,0.092331,0.014375,0.035750,0
0,23,1,244,0.102494,0.016736,0.030500,0
0,23,2,297,0.126190,0.025025,0.037125,0
0,23,3,336,0.146767,0.032253,0.042000,0
0,23,4,402,0.154575,0.031550,0.050250,0
0,23,5,430,0.150201,0.023218,0.053750,0
