#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,15.9247,6.41107,-6.03183,-19.2301,0.233968,14.2416
divJ2,0.00958389,2.11463,-0.0507256,-0.262623,-0.0458664,-0.350375
curlJ2,0.00179445,38.2438,12.584,-59.1793,-0.0951174,13.335
JdotDivJ,-0.00731769,2.24112,0.0660246,8.36636,0.0339155,0.414882
J4,-3.21218,-94.4772,-17.3439,-127.401,253.156,-0.713868
stateSq,8.88178e-16,5.68434e-14,-3.55271e-15,0,-3.55271e-15,8
