#,stderr (bootstrap, 100 resamples)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,0.0972488,37.4328,0.913551,31.5841,0.402817,13.3262
divJ2,0.00551339,2.20773,0.0740291,2.10071,0.0232108,0.748624
curlJ2,0.182583,70.0123,2.23115,73.6419,0.758294,25.5296
JdotDivJ,0.00776921,2.2177,0.0968148,3.58153,0.0342586,0.930773
J4,0.508306,111.319,3.74746,175.042,2.40041,52.5963
stateSq,3.95897e-15,2.19216e-13,1.20442e-14,4.13684e-13,1.79974e-14,5.01794e-13
