backend_label,actual_backend,L,profile,arm,seed,dx,dy,dz,n,tick,source_real,source_imag,source_abs,div_real,div_imag,div_abs,occupancy,global_charge,removed_since_last,cumulative_removed,history_evaporation,history_other,history_required,history_enabled,toggles_valid,event_valid,source_valid,field_valid,execution_valid
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,1,0.056013439507052773,-0.57089164186619434,0.57363295944191472,0,0,0,29490,14,3278,3278,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,2,0.049917085919310572,-0.51322217198772857,0.51564397920122895,0,0,0,26487,-73,3003,6281,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,3,0.043876021352611247,-0.46221050057916097,0.46428832862282177,0,0,0,23823,-37,2664,8945,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,4,0.038631365736142328,-0.41474262089327724,0.41653790224187798,0,0,0,21353,-63,2470,11415,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,5,0.035006476914187082,-0.37377841605795314,0.37541411499401012,0,0,0,19228,4,2125,13540,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,6,0.031028754079208701,-0.3372442092824085,0.33866862900809835,0,0,0,17327,71,1901,15441,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,7,0.027867609688457549,-0.3047379915037593,0.30600955399381485,0,0,0,15643,15,1684,17125,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,8,0.02532279000769495,-0.27357525956778012,0.27474472941505551,0,0,0,14042,-44,1601,18726,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,9,0.02154405450712599,-0.24609478445682886,0.24703600794511529,0,0,0,12628,-58,1414,20140,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,10,0.020097314892916236,-0.22173128933226111,0.22264021814320054,0,0,0,11368,-36,1260,21400,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,11,0.01885424894692481,-0.20120858728456914,0.20209002523728056,0,0,0,10311,-41,1057,22457,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,12,0.016416218296255173,-0.18037059265267744,0.18111610341719589,0,0,0,9239,-33,1072,23529,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,13,0.014029876829612715,-0.16104106469690477,0.16165104998906371,0,0,0,8267,-53,972,24501,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,14,0.012163007579205975,-0.14511021394020804,0.14561906792430987,0,0,0,7442,-12,825,25326,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,15,0.010997361799424916,-0.13104553935232066,0.13150617989542573,0,0,0,6711,-35,731,26057,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,1,1,0,0,1,16,0.010096088643727984,-0.1172326970223037,0.11766663187592848,0,0,0,6004,-22,707,26764,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,0,0.0625,-0.63457314922559527,0.63764357733618682,0,0,0,32768,0,0,0,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,1,0.055967985977364063,-0.57139541705096986,0.57412989652274182,0.00020320487987497685,-0.0020631737689642371,0.0020731565845702776,29611,13,3157,3157,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,2,0.051585516475055646,-0.51748556063265816,0.52005035426706014,0.00058577422910291812,-0.0059576840609549108,0.0059864121824041916,27105,-79,2506,5663,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,3,0.047015293966302593,-0.47434439832353342,0.47666869635801845,0.0011285587788157248,-0.011458366992795045,0.011513809928030644,25202,-62,1903,7566,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,4,0.042838202766466479,-0.43648265538712322,0.43857977617538985,0.0018097464961428788,-0.018354495929122389,0.018443500296648457,23625,-89,1577,9143,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,5,0.039824426466032348,-0.40715900907572938,0.40910199659116586,0.0026070306087158071,-0.026434633692591955,0.026562877612493322,22454,-56,1171,10314,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,6,0.036559775415506229,-0.38276134585817484,0.38450340058521404,0.003500399431275553,-0.035499935900498894,0.035672093366075457,21507,21,947,11261,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,7,0.034653320095502371,-0.36259093265884329,0.36424310156823997,0.0044677947878145217,-0.045354954138611778,0.045574478112004754,20756,-8,751,12012,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,8,0.032924124027697899,-0.34490458956302761,0.34647247198678249,0.0054906261082673874,-0.055807867843295042,0.056077313490175973,20120,8,636,12648,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,9,0.031481757815757336,-0.33123660992710491,0.33272930864468653,0.0065501690173548127,-0.066667273924424467,0.066988283502939241,19637,1,483,13131,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,10,0.030621278345853715,-0.32179195293864143,0.32324560888525472,0.007628161434832254,-0.077749627017547354,0.078122937401531381,19311,-17,326,13457,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,11,0.030036112890785744,-0.31452661454143555,0.31595752773511315,0.0087079968213096912,-0.088882257045007282,0.089307809434867935,19063,-51,248,13705,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,12,0.029574668538821264,-0.3094787537252538,0.31088866178507929,0.0097739401517300383,-0.099898935461773211,0.10037592944767749,18893,-47,170,13875,0,0,0,0,1,1,1,1,1
