ftd_id,protocol_sha256,arm,L,polarity,site_shift,root_count,root_residual,root_radius_inf,contraction_bound_inf,continuity_residual,recoil_residual,energy_relative_residual,work_relative_residual,tolerance,verdict
FTD-0599,DDD146E19C06E488C584AFBAB4092FB802E72F4DFC13F12407A5A914704E8886,L17_q-1_body_negative_ballistic,17,-1,"-1;-1;-1",1,8.178844937195475e-14,5.000274022818124e-14,0.0015735045854659699,7.806255641895632e-18,8.178843073722991e-14,6.350411735439598e-6,6.350411735443838e-6,1e-12,SITE_ONTIC_NATIVE_RECOIL_MAP_FAILS_ATOMIC_COMPATIBILITY
