cluster_id,max_age_ticks,max_total_energy
3459,1450,1.06589e+06
1108,100,0.877404
1107,100,2.06275
1106,100,1.23286
1105,100,0.723599
1104,100,1.6755
1103,100,0.46054
1102,100,0.688797
1101,100,0.62414
1100,100,0.941694
1099,100,7.18139
1098,150,1.99916
1097,150,3.64572
1096,150,1.69818
1095,100,2.99846
1094,100,0.524975
1093,150,1.00399
1092,150,0.785935
1091,100,0.893042
1090,100,1.91123
1089,100,0.987813
1088,150,3.46604
1087,100,3.47803
1086,100,1.24458
1085,100,0.475575
1084,100,1.76726
1083,100,1.1131
1082,100,0.862855
1081,100,1.07638
1080,100,1.98739
1079,150,0.802437
1078,150,3.05124
1077,100,11.9924
1076,100,1.55153
1075,100,8.48284
1074,100,1.58783
1073,100,1.10877
1072,100,1.64944
1071,100,1.67592
1070,100,1.83281
1069,100,1.29801
1068,100,1.28219
1066,100,2.75578
1065,150,1.5343
1064,100,1.93147
1063,100,0.726785
1062,100,3.50926
1061,150,6.46351
1060,150,3.41904
1059,100,1.63275
1058,100,2.27934
1057,100,1.54548
1056,150,3.68341
1055,150,0.831613
1054,100,1.55545
1053,100,1.0781
1052,100,4.7198
1051,100,2.26477
1050,150,2.46378
1049,150,2.18187
1048,100,0.803894
1047,150,1.28105
1046,100,0.614394
1045,100,5.36197
1044,100,0.801269
1043,100,0.422852
1042,100,4.12005
1041,100,1.67949
1040,100,3.02905
1039,100,1.94233
1038,100,1.23943
1037,100,1.10733
1036,100,3.68208
1035,100,0.983892
1034,150,2.47593
1033,100,1.10756
1032,100,1.07301
1031,100,1.019
1030,150,1.30145
1029,100,0.712076
1028,100,0.510535
1027,100,1.31162
1026,100,1.63832
1025,100,2.06099
1024,100,0.854282
1023,100,1.52195
1022,100,4.12643
1021,100,1.66484
1020,100,4.90342
1018,100,1.06163
1017,100,0.628455
1016,100,1.00143
1015,100,2.51805
1013,100,0.551984
1012,100,3.40205
1011,100,2.4699
1010,100,1.3488
1009,100,3.0042
1008,100,0.728757
1007,100,1.5153
1006,100,0.756462
1005,100,0.896526
1004,100,1.84555
1003,100,0.730505
1002,100,0.792387
1001,100,0.412167
1000,100,2.03644
999,100,0.995419
998,100,0.362893
997,100,2.17129
996,100,2.10931
995,100,1.63823
994,100,0.935135
993,100,2.95175
992,100,4.40748
991,150,1.2701
990,100,1.43484
989,100,0.796407
988,100,0.706614
986,100,1.38331
985,100,1.60751
984,100,0.808113
983,100,1.40898
982,100,2.4208
981,100,3.2163
980,100,2.0313
979,100,4.85492
978,100,4.19763
977,100,3.18566
976,100,1.15413
975,200,1.92738
974,150,1.2891
973,150,4.81941
972,100,1.63154
971,150,1.364
970,150,2.0656
969,150,1.03407
968,150,3.06424
967,150,1.39345
966,150,2.69354
965,150,0.664843
964,150,2.13056
963,150,0.771834
962,150,0.586435
961,150,6.81451
960,150,1.51422
959,150,2.93113
958,150,3.20327
957,100,1.22664
956,150,0.781437
955,150,0.330795
954,150,1.04846
953,150,6.66561
952,150,6.78575
951,200,3.52586
950,150,2.39969
949,150,5.42598
948,150,0.990956
947,150,3.90622
946,200,0.992771
945,150,0.756774
944,150,0.926749
943,150,0.628164
942,150,2.61622
941,150,2.19189
940,100,2.73018
939,150,2.31761
938,150,1.46572
937,150,0.88161
936,150,2.20665
935,150,4.21145
934,200,1.4272
933,150,5.26143
932,150,2.1733
931,150,0.656092
930,150,2.24631
929,150,1.16098
926,150,6.00537
925,150,0.994678
924,150,6.12493
923,150,2.02306
922,150,19.2641
921,150,2.24763
920,150,1.58356
919,100,0.966881
918,150,1.87272
917,150,1.09493
916,150,2.94133
915,200,3.03093
914,150,1.28532
913,150,0.705233
912,150,8.82711
911,150,0.823441
910,150,1.89332
909,150,2.74822
908,150,1.48796
907,200,1.37179
906,150,1.3269
905,200,4.41361
904,200,1.89024
903,150,6.26913
902,200,3.0062
901,150,0.580064
900,150,1.40927
899,150,2.17983
898,150,0.796373
897,150,0.774967
896,150,2.40438
895,150,1.3415
894,200,2.77854
893,150,0.96096
892,150,1.66424
891,150,0.968411
890,150,0.511
889,150,1.34306
888,200,4.59366
887,200,24.0978
886,200,3.52166
885,150,1.26373
884,200,1.13416
883,150,1.06501
882,150,2.11464
881,150,2.52935
880,150,8.91664
879,150,2.93474
878,150,1.70837
877,150,0.992031
876,150,1.27544
875,150,1.29512
874,200,1.47755
873,150,0.680095
872,150,2.19732
871,150,1.89466
870,150,1.2606
869,150,5.97679
868,150,2.55034
867,150,1.62487
866,100,0.430384
865,150,1.22868
864,150,0.927737
863,150,1.94417
862,150,0.579283
861,150,3.83431
860,150,2.86664
859,150,2.35413
858,200,3.72623
857,250,2.06971
856,250,1.04777
855,200,0.459833
854,200,0.526563
853,200,1.8814
852,200,0.879343
851,200,0.500015
850,200,0.699544
849,250,2.88438
848,200,8.21931
847,200,1.02633
846,200,7.2763
845,200,0.923054
844,200,3.41731
843,200,1.71876
842,200,5.45935
841,250,1.23812
840,200,7.97469
839,200,2.21529
838,200,1.59333
837,200,2.04556
836,200,0.627319
835,200,1.0907
834,250,1.89445
833,200,0.846302
832,200,0.714878
831,200,4.16361
830,200,1.76209
829,200,2.65854
828,150,1.89051
825,200,1.68662
824,200,1.61599
823,200,1.32128
822,200,1.58253
821,200,2.48686
820,200,1.02947
819,200,1.57507
818,200,4.22001
817,200,5.70681
816,200,0.753311
815,200,0.374974
814,250,1.82375
813,200,2.21438
812,200,1.70343
811,200,3.17395
810,200,2.56007
809,200,1.28058
808,200,0.713847
807,200,1.63458
806,200,3.01372
805,200,1.81633
804,200,0.969921
803,200,2.60235
802,200,1.01933
801,200,1.73244
800,200,5.20412
799,250,2.48216
798,200,1.22231
797,200,1.97465
796,200,2.41177
795,200,1.27725
794,200,2.4824
793,200,2.25324
792,200,0.797922
791,200,3.81984
790,200,0.706904
789,200,0.466471
788,200,0.985633
787,200,0.540611
786,200,0.313296
785,200,0.910285
784,200,1.72841
783,200,1.20502
782,200,2.4162
781,200,4.2104
780,200,2.09827
779,250,1.27966
778,250,12.9159
777,250,2.97737
776,250,0.666388
775,250,0.704003
774,250,3.80785
773,250,4.62886
772,250,1.80595
771,150,0.786433
770,300,6.72781
769,250,2.13058
768,250,1.08141
767,200,1.07601
766,300,0.844931
765,250,3.27747
764,250,2.01848
763,250,4.84642
762,250,0.960093
761,250,1.13003
760,250,1.99835
759,250,3.07196
758,250,0.702025
757,250,1.46724
756,300,0.688503
755,300,0.580197
754,250,2.2943
753,250,2.92172
752,250,0.414447
751,250,4.49315
750,300,8.1515
749,250,0.34485
748,300,3.63561
747,250,5.03155
746,250,1.18518
745,250,1.0819
743,250,0.420561
742,250,0.98474
741,250,0.93928
740,300,1.06902
739,250,3.62997
738,250,1.80201
737,250,23.3586
736,250,3.46484
735,250,1.8808
734,250,0.832268
733,250,0.943567
732,250,0.677312
731,250,14.5433
730,250,0.8967
729,250,1.25118
728,200,1.62231
727,250,0.890423
726,250,0.726624
725,150,0.617824
724,250,2.55077
723,250,0.715886
722,250,2.84151
721,300,2.13618
720,300,1.18899
719,250,2.0658
718,250,1.13025
717,300,2.00201
716,250,1.46597
715,250,3.01757
714,250,1.41568
713,250,1.65945
712,300,2.7808
711,250,1.84588
710,250,1.01979
709,250,1.56199
708,250,0.697579
707,250,0.770509
706,300,1.68285
705,250,0.672017
704,250,1.11899
703,250,1.61929
702,200,0.414183
701,250,1.10448
700,250,0.976455
699,250,1.5945
698,250,2.15612
697,250,4.78222
696,250,1.10452
695,250,2.50106
694,250,1.36443
693,300,2.11207
692,300,0.863774
691,300,3.64865
690,300,1.50171
689,300,1.18684
688,350,12.342
687,300,0.910226
686,300,1.77835
685,300,4.53445
684,300,2.05404
683,300,0.67202
682,300,2.47002
681,300,2.47263
680,300,2.24173
679,300,1.19692
678,150,0.635175
677,300,1.25259
676,300,7.344
675,300,3.73574
674,300,0.760328
673,300,0.617392
672,300,1.47117
671,300,0.55277
670,300,0.7204
669,350,1.27763
668,300,4.26833
667,300,2.44655
666,300,9.2607
665,300,1.70302
664,300,4.44799
663,350,2.34115
662,300,0.58153
661,300,1.70223
660,300,1.40288
659,150,1.10576
658,350,5.00934
657,300,5.86285
656,300,1.17051
655,300,2.8358
654,300,0.443957
653,300,1.49175
652,300,0.53302
651,300,3.79253
650,300,0.763111
649,300,0.351614
648,350,1.33404
647,300,0.656411
646,300,1.84743
645,300,10.7125
644,300,7.10749
643,300,4.00559
642,300,1.88826
641,350,7.46319
640,300,0.86421
639,300,2.74224
638,300,2.46272
637,350,2.14038
636,300,6.14427
635,250,0.518945
634,300,3.0654
633,350,2.00104
632,150,0.989255
630,350,1.49024
629,300,1.06155
628,350,0.775211
627,300,1.86194
626,300,5.28586
625,300,3.09392
624,350,2.04881
623,350,1.17977
622,300,1.94417
621,350,1.49424
620,300,2.69762
619,350,2.33403
618,300,0.880929
617,300,3.0221
616,350,1.90108
615,350,2.93888
614,300,0.915663
613,200,0.576505
612,300,0.895577
611,300,1.53362
610,300,1.50263
609,350,3.44289
608,100,0.307513
