tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,156711,33,20,13,32,2,9.10076
300,160651,71,39,32,69,3,26.2003
350,164765,120,67,53,116,3,54.3565
400,165859,210,107,103,200,3,94.4055
450,162406,280,143,137,265,3,96.2929
500,162486,331,162,169,304,3,96.9615
550,168289,429,208,221,380,3,155.198
600,173932,576,285,291,502,4,231.516
650,178416,775,384,391,662,4,326.707
700,185428,1111,549,562,907,5,484.26
750,186859,1565,776,789,1193,7,679.702
800,193409,2176,1072,1104,1563,10,1006.05
850,206659,3313,1621,1692,2105,14,1692.6
900,232227,5798,2912,2886,2934,26,3551.03
950,317568,20662,10330,10332,3127,6252,20708
1000,975854,257131,128307,128824,1,257131,811802
1050,1.03823e+06,262036,130748,131288,1,262036,906215
1100,1.0155e+06,262106,130786,131320,1,262106,891541
1150,988411,262123,130795,131328,1,262123,866844
1200,959677,262128,130799,131329,1,262128,839440
1250,959306,262128,130799,131329,1,262128,839141
1300,988441,262133,130803,131330,1,262133,868745
1350,1.01367e+06,262133,130803,131330,1,262133,893770
1400,1.06294e+06,262138,130805,131333,1,262138,943117
1450,1.10757e+06,262141,130807,131334,1,262141,987992
1500,1.12624e+06,262142,130807,131335,1,262142,1.00654e+06
1550,1.12069e+06,262142,130807,131335,1,262142,1.00092e+06
1600,1.11741e+06,262142,130807,131335,1,262142,997548
1650,1.1052e+06,262144,130809,131335,1,262144,985613
1700,1.09385e+06,262144,130809,131335,1,262144,974106
1750,1.09302e+06,262144,130809,131335,1,262144,973379
1800,1.08418e+06,262144,130809,131335,1,262144,964694
1850,1.07481e+06,262144,130809,131335,1,262144,955108
1900,1.05015e+06,262144,130809,131335,1,262144,930461
1950,1.05806e+06,262144,130809,131335,1,262144,938401
2000,1.0841e+06,262144,130809,131335,1,262144,964473
2050,1.12107e+06,262144,130809,131335,1,262144,1.00148e+06
2100,1.12712e+06,262144,130809,131335,1,262144,1.00774e+06
2150,1.13322e+06,262144,130809,131335,1,262144,1.01356e+06
2200,1.11566e+06,262144,130809,131335,1,262144,995792
2250,1.09565e+06,262144,130809,131335,1,262144,975849
2300,1.06373e+06,262144,130809,131335,1,262144,944028
2350,1.0091e+06,262144,130809,131335,1,262144,889389
2400,1.02233e+06,262144,130809,131335,1,262144,902439
2450,1.06523e+06,262144,130809,131335,1,262144,945491
2500,1.0951e+06,262144,130809,131335,1,262144,975462
2550,1.14515e+06,262144,130809,131335,1,262144,1.02554e+06
2600,1.21399e+06,262144,130809,131335,1,262144,1.09415e+06
2650,1.30092e+06,262144,130809,131335,1,262144,1.18136e+06
2700,1.32892e+06,262144,130809,131335,1,262144,1.20904e+06
