cluster_id,max_age_ticks,max_total_energy
3854,1550,1.44747e+06
1108,100,0.579482
1107,150,1.16719
1106,150,7.88918
1105,150,4.80408
1104,100,8.44102
1103,150,1.15322
1102,100,6.02962
1101,150,5.05573
1100,100,0.461174
1099,150,2.02806
1098,150,7.03743
1097,100,7.66518
1096,150,4.56976
1095,150,3.23197
1094,100,0.509756
1093,150,5.1229
1092,150,6.31671
1091,100,19.4576
1090,150,2.41141
1089,150,2.78173
1088,100,3.92883
1087,100,1.03914
1086,150,1.79374
1085,150,1.15803
1084,150,4.35837
1083,150,8.87161
1082,100,0.314118
1081,150,2.41582
1080,150,4.34894
1079,100,4.41348
1078,150,1.96368
1077,100,1.9975
1076,150,1.43013
1075,150,1.1846
1074,100,1.6837
1073,150,1.08449
1072,150,4.13586
1071,100,12.3575
1070,100,1.91634
1069,150,1.60129
1068,150,0.645795
1067,150,0.454488
1066,100,6.06928
1065,150,17.7947
1064,100,2.3092
1063,150,1.46578
1062,150,5.21574
1061,150,2.66249
1060,100,3.23478
1059,150,1.10865
1058,100,1.09375
1057,150,1.20473
1056,150,3.46005
1055,150,1.32559
1054,150,0.803925
1053,150,6.03984
1052,100,3.93885
1051,150,31.1644
1050,150,0.765916
1049,150,3.56976
1048,100,3.60001
1047,150,35.8612
1046,150,39.9373
1045,150,1.20515
1044,150,1.40762
1043,100,0.866102
1042,150,2.17017
1041,150,1.47427
1040,150,6.07789
1039,150,1.55896
1038,150,0.654522
1036,150,1.23163
1035,150,12.8532
1034,150,2.55564
1033,150,1.25185
1032,150,1.782
1031,150,1.68285
1030,150,4.83967
1029,150,1.45338
1028,100,2.55456
1027,100,0.687186
1026,100,2.40828
1025,100,5.86506
1024,100,1.60778
1023,150,2.02745
1022,150,2.69536
1021,150,3.22832
1020,100,2.06453
1019,150,9.52975
1018,150,4.33603
1014,100,0.841791
1013,150,2.58911
1012,150,2.52325
1011,100,0.212137
1010,100,2.70537
1009,100,0.698031
1008,100,0.846966
1007,100,0.733981
1006,150,25.1315
1005,100,0.449081
1004,100,0.25781
1003,150,1.77333
1001,150,1.34626
1000,150,28.7042
999,100,2.78558
998,100,1.56667
997,150,14.6529
996,100,0.27212
995,100,0.896347
994,100,0.983477
993,100,1.78162
992,150,1.41403
990,150,1.18026
989,100,0.583884
988,200,0.69188
987,200,1.35793
986,200,26.0455
985,200,3.55549
983,200,15.1955
982,200,1.10944
981,200,1.54206
980,150,2.73863
979,200,4.63074
978,200,2.65034
977,200,2.26407
976,200,0.569194
975,200,5.52504
974,200,1.52329
973,200,0.960306
972,200,7.56569
971,200,2.35494
970,200,0.958967
968,200,4.89214
967,200,3.56122
966,150,1.51862
965,200,2.59847
964,200,0.689366
963,200,4.50273
962,150,1.25329
961,200,7.54285
960,200,2.86553
959,150,1.52279
958,200,0.401862
957,200,60.0049
956,150,0.994362
955,200,2.20728
954,200,7.83003
953,200,4.0968
952,150,1.17539
951,200,6.63574
950,150,1.25966
949,200,0.806115
948,200,1.28903
947,200,1.02471
946,200,20.3816
945,200,2.09443
944,200,4.05917
943,200,1.70646
942,150,0.815041
941,200,1.36275
940,200,2.11612
939,200,1.80232
938,200,3.5469
937,200,9.64866
936,200,0.73648
935,200,1.43445
934,200,0.818446
933,200,1.36419
932,200,1.17787
931,200,2.19556
930,150,8.11802
929,200,14.9369
928,150,1.05668
927,200,42.5839
926,200,2.79722
925,150,0.665396
924,150,2.18704
922,200,1.36589
921,200,2.24218
920,200,15.5749
919,200,2.2072
918,150,0.584558
917,200,9.9391
916,200,2.10554
915,200,2.09855
914,200,8.58226
913,200,56.9037
912,200,2.22137
911,150,1.20505
910,200,6.0147
909,200,16.5798
908,200,2.37364
907,200,2.8511
906,200,22.1548
905,150,6.68609
904,200,4.01458
903,150,0.745244
902,150,1.45093
901,150,1.28658
900,200,1.16812
899,150,0.824915
898,200,11.3012
897,200,2.00047
896,150,1.6263
895,150,3.91468
894,200,0.595453
893,200,0.940339
892,200,2.49165
891,200,0.843984
890,200,13.0836
889,200,2.89207
888,150,2.32931
887,150,4.07477
886,150,0.975781
885,200,2.02144
884,200,2.0062
883,150,1.70873
882,200,5.42552
881,150,0.898914
880,200,1.08404
879,200,1.33009
878,200,3.67544
877,150,0.714972
876,150,0.917783
875,200,1.0082
874,200,10.0128
873,200,11.6543
872,150,0.729415
871,150,0.796996
870,200,30.4582
869,100,1.88957
868,200,2.63379
867,200,3.05992
866,200,0.857623
865,200,1.8648
864,200,87.5309
863,150,1.16824
862,200,1.88432
861,150,3.13865
860,200,3.65479
859,200,3.31204
858,200,2.9194
857,200,3.27991
856,150,1.26857
855,150,0.699099
854,200,5.83055
853,200,1.70782
852,200,2.84522
851,200,16.8788
850,150,0.998428
849,200,5.77718
848,100,0.606444
847,150,0.776963
846,150,0.747846
845,150,2.90436
844,200,1.61093
843,150,1.55736
842,200,0.597061
841,200,1.40412
840,200,0.922447
839,200,7.79343
838,200,1.5613
837,150,1.0669
836,200,2.59041
835,200,3.01834
834,200,1.19257
833,150,1.10221
832,150,0.494411
831,150,0.424598
830,200,2.4096
829,200,1.09444
828,200,3.84741
827,200,7.09132
826,150,2.77929
825,200,10.0162
824,200,4.72054
823,200,25.9994
822,150,0.998035
821,200,2.46895
820,200,0.709561
819,200,2.66163
818,200,0.66587
817,200,1.53985
816,200,0.934865
815,150,7.0598
814,200,2.1018
813,150,1.52658
812,200,1.63296
811,200,0.901646
810,150,1.08624
809,150,2.08092
808,200,1.42789
807,200,2.14272
806,200,26.6269
805,150,2.23748
804,200,9.80079
803,200,1.29247
802,100,2.21853
801,200,0.694273
800,150,1.00156
799,150,5.65274
798,200,1.99296
797,150,0.987196
796,200,49.1684
795,200,2.09016
794,200,3.0647
793,200,1.21034
792,100,0.362436
791,150,0.886135
790,200,4.21516
789,200,2.74146
788,200,1.48168
787,200,1.00697
786,200,2.54302
785,200,2.1065
784,200,18.9022
783,200,6.40798
781,150,1.71205
780,150,1.85094
779,150,1.58175
778,150,2.24998
777,200,6.93996
776,100,1.37997
775,150,1.90525
774,150,1.73594
773,200,1.53637
772,100,0.475697
771,200,1.16329
770,200,9.20749
769,150,5.77287
768,200,1.09668
767,150,1.62355
766,150,4.53799
765,100,1.36309
764,200,19.3145
763,100,1.13244
762,150,1.85036
761,200,1.0165
760,200,4.72941
759,200,7.49012
758,150,1.16229
757,150,1.17453
756,100,1.28153
755,200,7.73215
754,150,3.31686
753,200,5.74674
752,200,0.827443
751,200,50.1585
750,150,1.03141
749,150,0.962056
748,150,2.15743
747,200,22.0531
746,200,5.94567
745,200,6.63418
744,200,2.17644
743,150,0.956643
742,200,1.11279
741,150,4.08705
740,200,1.06615
739,200,4.36989
738,200,2.8883
737,150,0.614855
736,200,1.82255
735,200,1.938
734,200,30.2705
733,200,1.15116
732,200,4.10824
731,200,4.09951
730,150,1.87834
729,150,0.574035
728,200,2.94211
727,200,4.02524
726,150,1.08822
725,150,4.7311
724,200,2.00697
723,200,4.46394
721,200,1.58932
720,200,2.04584
719,100,0.72372
718,200,3.99043
717,150,1.57083
716,200,3.2144
715,200,0.78399
714,200,1.2782
713,150,0.744611
712,150,2.04969
711,200,9.63732
710,150,2.84526
709,200,3.0508
708,200,2.99995
707,200,3.06157
706,200,68.224
705,200,12.4109
704,200,4.19246
703,200,10.2524
702,200,7.85841
701,150,0.712439
700,200,4.69391
699,200,1.79954
698,200,2.0067
697,150,2.65681
696,200,17.2072
695,200,2.11865
694,200,10.1451
693,150,1.57746
692,100,0.453051
691,200,9.33175
690,150,0.906457
689,250,6.27126
688,250,1.3403
687,250,3.34186
686,200,1.39764
685,250,32.517
684,250,9.15698
683,250,2.23464
682,200,0.549296
681,250,5.15588
680,250,1.13511
679,250,2.46825
678,200,0.885669
677,250,3.16658
676,250,2.94508
675,250,2.02037
674,200,0.607032
673,250,2.61511
672,250,7.65689
671,250,6.3279
670,200,0.813753
669,250,2.62351
668,250,2.80425
667,250,38.2332
666,250,0.541179
665,250,1.17587
664,250,3.82615
663,250,1.27007
662,250,2.46658
661,250,46.05
660,150,0.716201
659,150,1.10418
658,250,1.89344
657,250,1.43708
656,200,0.878127
655,250,1.01291
654,250,1.34262
653,200,1.06394
652,250,1.30908
651,250,21.324
650,200,2.60861
649,200,3.32678
648,250,2.20616
647,250,1.99316
646,200,2.31855
645,200,2.0558
644,200,1.1585
643,250,7.10424
641,200,2.07546
640,250,1.4292
639,200,1.065
638,200,3.77486
637,250,6.80102
636,250,1.87418
635,250,2.91292
634,250,1.36414
633,150,0.642035
632,250,3.1197
631,250,12.3884
630,250,3.1466
629,250,1.58193
628,250,0.966747
627,200,1.14265
626,200,1.21804
625,250,30.941
624,250,1.35466
623,200,0.532036
622,200,5.01858
621,200,1.2718
620,200,1.57437
619,250,2.2231
618,250,4.40221
617,100,1.51079
616,200,3.61852
615,250,1.0144
614,200,2.47118
613,250,7.55526
612,200,1.89184
611,150,1.32191
610,200,3.52972
609,250,1.01453
608,250,13.0926
607,250,1.93153
606,250,41.7127
605,250,7.42105
604,250,13.4061
603,200,0.680064
602,200,0.826705
601,200,6.85518
600,200,3.7414
599,250,3.01737
598,200,1.36936
597,200,1.72227
596,250,1.03564
595,250,1.20896
594,250,3.25405
593,200,2.98464
592,200,2.07538
591,200,0.440333
590,250,8.16227
589,200,7.9258
588,250,1.77008
587,150,1.21576
586,250,3.04048
585,200,14.4183
584,250,28.6959
583,250,6.87477
582,200,11.2332
581,250,1.8435
580,200,1.07955
579,200,0.613912
578,250,2.77842
577,250,11.1607
576,250,28.4203
575,200,3.01343
574,250,0.848544
573,200,9.84332
572,250,15.8703
571,250,12.9148
570,250,1.30519
569,200,5.2681
568,250,1.10017
567,250,3.4941
566,250,2.16295
565,200,2.00713
564,250,3.08009
563,200,1.17851
562,200,0.4847
561,200,1.51792
560,250,3.34922
559,200,1.87071
558,250,4.23167
557,200,1.08657
555,200,0.851962
554,250,7.97555
553,250,1.539
552,250,1.46792
551,200,5.60223
550,250,32.3803
549,250,2.25347
548,250,12.67
547,250,19.9599
546,250,1.71343
545,200,2.48979
544,250,1.78765
543,200,4.60919
542,250,2.42482
541,250,1.15965
256,450,1.80921
255,450,1.44588
254,450,2.74544
253,450,2.83898
252,400,0.976228
251,450,2.47645
250,450,4.62199
249,300,0.659029
248,300,1.80673
247,500,0.869576
246,500,5.21722
245,500,1.11814
244,500,12.0748
243,500,4.51705
242,500,1.57905
241,500,3.74918
240,450,3.76763
