cluster_id,max_age_ticks,max_total_energy
3972,1700,1.20904e+06
1108,200,4.00034
1107,200,50.6794
1106,150,1.2596
1105,200,5.24795
1104,200,0.619669
1103,200,4.11088
1102,150,1.44371
1101,150,3.76659
1100,200,0.978187
1099,200,2.68797
1098,150,1.01484
1097,200,3.90309
1096,150,3.3525
1095,200,1.36555
1094,200,1.04267
1093,200,8.71732
1092,200,2.89776
1091,150,1.35636
1090,200,3.00356
1089,200,1.32568
1087,200,1.77789
1086,200,1.44579
1085,200,0.820848
1084,200,0.802113
1083,200,1.91955
1082,200,3.13704
1081,200,2.93534
1080,200,0.766815
1079,200,1.46476
1078,150,0.800147
1077,200,3.2229
1076,200,4.24811
1075,150,2.56932
1074,200,142.498
1073,200,24.8325
1072,200,0.922579
1071,200,3.68476
1070,200,26.6181
1069,200,7.10624
1068,100,0.795362
1067,200,2.41353
1066,200,2.18198
1065,200,3.19189
1064,200,2.11337
1063,150,1.79575
1062,150,0.573045
1061,200,0.988685
1060,200,0.975875
1059,200,0.731994
1058,200,4.465
1057,200,0.298423
1056,150,0.729801
1055,200,0.830997
1054,200,2.4376
1053,150,1.96248
1052,150,0.516958
1051,150,6.41125
1050,200,3.13622
1049,150,1.29364
1048,200,16.0048
1047,200,2.01845
1046,200,33.7826
1045,200,0.41879
1044,200,2.40118
1043,200,1.62868
1042,200,1.73811
1041,200,8.47518
1040,200,1.18029
1039,200,5.69285
1038,200,4.56209
1037,200,2.4677
1036,200,43.9556
1035,200,3.56697
1034,200,3.84411
1033,150,0.37614
1032,200,3.74943
1031,200,6.87146
1030,200,0.717178
1029,200,7.8947
1028,150,1.63585
1027,150,1.84108
1026,200,1.61706
1025,200,3.20278
1024,200,1.35551
1023,200,1.58088
1022,200,2.24
1021,150,2.0964
1020,200,3.25276
1019,200,13.2635
1018,200,1.23924
1017,200,3.83681
1016,200,0.661367
1015,200,1.31272
1014,200,1.26529
1013,150,0.69818
1012,200,3.11195
1011,200,15.3153
1010,200,2.15883
1009,150,1.69086
1008,200,5.54832
1006,200,1.43412
1005,200,2.10215
1004,200,1.53363
1003,150,2.84929
1002,100,0.254074
1001,100,0.535478
1000,200,2.79463
999,200,0.920179
998,150,2.79881
997,200,6.88275
996,100,1.86675
995,200,2.02199
994,150,1.08155
993,150,2.00531
992,200,0.6768
991,150,0.625525
990,200,2.99999
989,200,3.07087
988,200,2.26675
987,200,3.18707
986,200,4.56857
985,200,1.30934
984,200,3.32139
983,200,2.98217
982,200,0.957871
980,200,0.931683
979,200,1.8967
978,150,0.942197
977,150,0.719441
976,200,4.1784
975,200,5.54182
974,200,1.45282
973,200,1.63765
972,150,1.71418
971,200,125.713
970,200,2.43508
969,200,1.70518
968,100,0.893929
967,200,6.2121
966,200,5.51195
965,200,0.986047
964,200,2.05699
963,200,1.04072
962,200,0.776231
961,200,1.06306
959,200,14.27
957,150,0.704911
956,200,3.02659
955,200,224.782
954,150,0.912862
952,200,36.158
951,200,0.960903
