tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,155766,46,22,24,46,1,14.5215
300,158342,81,42,39,80,2,29.3188
350,160386,118,64,54,116,2,39.7574
400,160860,150,78,72,145,2,54.2823
450,162084,194,94,100,183,3,65.9135
500,161895,239,115,124,221,3,85.4893
550,162719,282,136,146,261,3,96.1788
600,169195,369,178,191,336,4,145.268
650,172413,499,245,254,444,4,212.704
700,173287,689,359,330,585,6,257.199
750,181390,924,459,465,761,6,387.338
800,179394,1202,593,609,937,6,495.016
850,175972,1454,738,716,1101,6,560.135
900,178945,1710,867,843,1263,8,665.871
950,178815,2002,1003,999,1424,9,768.566
1000,179544,2319,1174,1145,1569,11,883.033
1050,180271,2642,1340,1302,1715,13,1019.46
1100,180514,2973,1495,1478,1844,13,1185.69
1150,191964,3513,1766,1747,2074,16,1521.87
1200,205743,4562,2287,2275,2444,21,2249.76
1250,233000,7155,3552,3603,3055,41,4445.87
1300,307697,20177,10101,10076,3094,1254,18853.4
1350,922653,252262,126175,126087,1,252262,747455
1400,1.0277e+06,261987,130985,131002,1,261987,894414
1450,1.01808e+06,262110,131046,131064,1,262110,893117
1500,1.01315e+06,262128,131058,131070,1,262128,891570
1550,1.03031e+06,262131,131059,131072,1,262131,909684
1600,1.0538e+06,262136,131060,131076,1,262136,933486
1650,1.0263e+06,262138,131062,131076,1,262138,906482
1700,995782,262139,131062,131077,1,262139,875872
1750,1.02463e+06,262140,131063,131077,1,262140,904806
1800,1.05181e+06,262141,131063,131078,1,262141,932073
1850,1.0612e+06,262143,131064,131079,1,262143,941447
1900,1.06669e+06,262144,131065,131079,1,262144,946935
1950,1.07637e+06,262144,131065,131079,1,262144,956440
2000,1.07738e+06,262144,131065,131079,1,262144,957456
2050,1.0479e+06,262144,131065,131079,1,262144,928123
2100,1.02277e+06,262144,131065,131079,1,262144,903375
2150,1.03038e+06,262144,131065,131079,1,262144,910601
2200,1.03462e+06,262144,131065,131079,1,262144,914907
2250,1.05775e+06,262144,131065,131079,1,262144,937817
2300,1.10191e+06,262144,131065,131079,1,262144,982384
2350,1.08273e+06,262144,131065,131079,1,262144,962773
2400,1.09408e+06,262144,131065,131079,1,262144,974257
2450,1.09665e+06,262144,131065,131079,1,262144,976760
2500,1.08954e+06,262144,131065,131079,1,262144,969880
2550,1.08659e+06,262144,131065,131079,1,262144,966806
2600,1.07274e+06,262144,131065,131079,1,262144,953106
2650,1.05135e+06,262144,131065,131079,1,262144,931681
2700,1.06747e+06,262144,131065,131079,1,262144,947776
