#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,16.8119,-34.7988,-9.05334,33.8648,-32.4103,nan
divJ2,-0.00402084,1.42042,-0.0264414,-0.766787,0.222567,nan
curlJ2,2.4639,-44.4446,5.30882,20.6815,-100.297,nan
JdotDivJ,-0.00256085,0.0706304,-0.0182426,1.13455,0.212882,nan
J4,-1.21802,2.84903,-1.33152,10.4811,154.39,nan
stateSq,nan,nan,nan,nan,nan,nan
