tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1099.08,5,2,3,2,3,0.17986
300,1100.33,5,2,3,2,3,0.0747796
350,1043.96,5,2,3,2,3,0.0959862
400,1017.03,5,2,3,2,3,0.114916
450,1036.4,5,2,3,2,3,0.0657809
500,1033.94,5,2,3,2,3,0.080463
550,1070.89,5,2,3,2,3,0.0817234
600,1188.78,5,2,3,2,3,0.129116
650,1337.44,5,2,3,2,3,0.125209
700,1525.93,5,2,3,2,3,0.0876271
750,1692.07,5,2,3,2,3,0.196332
800,1755.53,5,2,3,2,3,0.248347
850,1715.39,5,2,3,2,3,0.170035
900,1847.67,5,2,3,2,3,0.222803
950,2467.55,5,2,3,2,3,0.216989
1000,3143.99,5,2,3,2,3,0.323002
1050,3565.01,5,2,3,2,3,0.393623
1100,4176.72,5,2,3,2,3,0.664
1150,4079.41,5,2,3,2,3,0.632136
1200,3832.32,5,2,3,2,3,0.598441
1250,3787.31,5,2,3,2,3,0.408253
1300,3682.73,5,2,3,2,3,0.509831
1350,3419.4,5,2,3,2,3,0.40955
1400,3399.26,5,2,3,2,3,0.409057
1450,3460.79,5,2,3,2,3,0.407692
1500,3635.42,5,2,3,2,3,0.522518
1550,3945.67,5,2,3,2,3,0.598071
1600,3736.85,5,2,3,2,3,0.656196
1650,3701.41,5,2,3,2,3,0.405701
1700,3649.05,5,2,3,2,3,0.319788
1750,3480.05,5,2,3,2,3,0.489813
1800,3679.32,5,2,3,2,3,0.452087
1850,3890.61,5,2,3,2,3,0.551846
1900,3900.34,5,2,3,2,3,0.52336
1950,4034.75,5,2,3,2,3,0.468211
2000,4078.58,5,2,3,2,3,0.449479
2050,3855.44,5,2,3,2,3,0.42844
2100,3639.87,5,2,3,2,3,0.487124
2150,3453.25,5,2,3,2,3,0.442823
2200,3659.74,5,2,3,2,3,0.709762
2250,4077.79,5,2,3,2,3,0.391505
2300,4305.49,5,2,3,2,3,0.60389
2350,4776.23,5,2,3,2,3,0.570344
2400,4739.13,5,2,3,2,3,0.717878
2450,5400.27,5,2,3,2,3,0.452757
2500,5949.4,5,2,3,2,3,0.864511
2550,5842.22,5,2,3,2,3,0.944803
2600,5761.65,5,2,3,2,3,0.842897
2650,5620.09,5,2,3,2,3,0.885405
2700,5401.9,5,2,3,2,3,0.559598
