tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1157.29,6,4,2,2,3,0.12891
300,1389.13,6,4,2,2,3,0.15614
350,1492.36,6,4,2,2,3,0.246616
400,1407.6,6,4,2,2,3,0.102228
450,1383.62,6,4,2,2,3,0.17384
500,1321.85,6,4,2,2,3,0.224533
550,1445.93,6,4,2,2,3,0.128626
600,1566.95,6,4,2,2,3,0.219199
650,1659.7,6,4,2,2,3,0.164101
700,1950.46,6,4,2,2,3,0.318223
750,2158.06,6,4,2,2,3,0.36306
800,2025.33,6,4,2,2,3,0.290624
850,1997.69,6,4,2,2,3,0.396799
900,2259.52,6,4,2,2,3,0.295133
950,2507.6,6,4,2,2,3,0.574585
1000,2965.69,6,4,2,2,3,0.488846
1050,2881.93,6,4,2,2,3,0.43948
1100,2664.18,6,4,2,2,3,0.271584
1150,2574.17,6,4,2,2,3,0.377892
1200,2394.95,6,4,2,2,3,0.271941
1250,2286.88,6,4,2,2,3,0.227324
1300,2020.15,6,4,2,2,3,0.217279
1350,1874.24,6,4,2,2,3,0.270487
1400,1673.89,6,4,2,2,3,0.207631
1450,1439.41,6,4,2,2,3,0.198478
1500,1395.47,6,4,2,2,3,0.106165
1550,1315.5,6,4,2,2,3,0.229693
1600,1385.63,6,4,2,2,3,0.191369
1650,1507.41,6,4,2,2,3,0.18882
1700,1628.07,6,4,2,2,3,0.135255
1750,1845.4,6,4,2,2,3,0.352556
1800,2260.17,6,4,2,2,3,0.393408
1850,2569.89,6,4,2,2,3,0.307923
1900,2607.04,6,4,2,2,3,0.460236
1950,2670.74,6,4,2,2,3,0.340315
2000,2818.8,6,4,2,2,3,0.276759
2050,2784.04,6,4,2,2,3,0.27454
2100,2526.49,6,4,2,2,3,0.395099
2150,2655.74,6,4,2,2,3,0.280704
2200,2781.75,6,4,2,2,3,0.406197
2250,3102.08,6,4,2,2,3,0.332447
2300,3045.79,6,4,2,2,3,0.367786
2350,3340.37,6,4,2,2,3,0.569999
2400,3626.57,6,4,2,2,3,0.352979
2450,4059.76,6,4,2,2,3,0.822549
2500,4241.73,6,4,2,2,3,0.708978
2550,4807.26,6,4,2,2,3,0.677425
2600,5062.62,6,4,2,2,3,0.869602
2650,4970.51,6,4,2,2,3,0.785684
2700,4597.96,6,4,2,2,3,0.626681
