tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,1,0.153307,0.0235031,8,16,16,-1,0,250
250,1,3,0.464441,0.0790414,24,16,16,1,0,250
300,0,1,0.184357,0.0339875,8,16,16,-1,50,250
300,1,3,0.379668,0.0561072,24,16,16,1,50,250
350,0,1,0.26384,0.0696116,8,16,16,-1,100,250
350,1,3,0.737904,0.189591,24,16,16,1,100,250
400,0,1,0.224362,0.0503382,8,16,16,-1,150,250
400,1,3,0.299127,0.0382811,24,16,16,1,150,250
450,0,1,0.236677,0.0560159,8,16,16,-1,200,250
450,1,3,0.691666,0.19131,24,16,16,1,200,250
500,0,1,0.183238,0.0335762,8,16,16,-1,250,250
500,1,3,0.674558,0.159983,24,16,16,1,250,250
550,0,1,0.233212,0.0543878,8,16,16,-1,300,250
550,1,3,0.736732,0.182194,24,16,16,1,300,250
600,0,1,0.368377,0.135701,8,16,16,-1,350,250
600,1,3,1.06818,0.386241,24,16,16,1,350,250
650,0,1,0.302141,0.091289,8,16,16,-1,400,250
650,1,3,0.923238,0.302348,24,16,16,1,400,250
700,0,1,0.327183,0.107048,8,16,16,-1,450,250
700,1,3,0.76229,0.201474,24,16,16,1,450,250
750,0,1,0.349544,0.122181,8,16,16,-1,500,250
750,1,3,0.998955,0.347246,24,16,16,1,500,250
800,0,1,0.25807,0.0666002,8,16,16,-1,550,250
800,1,3,0.862801,0.253447,24,16,16,1,550,250
850,0,1,0.35034,0.122738,8,16,16,-1,600,250
850,1,3,1.04876,0.367027,24,16,16,1,600,250
900,0,1,0.485267,0.235484,8,16,16,-1,650,250
900,1,3,0.826232,0.228333,24,16,16,1,650,250
950,0,1,0.371327,0.137884,8,16,16,-1,700,250
950,1,3,0.818749,0.227055,24,16,16,1,700,250
1000,0,1,0.251188,0.0630952,8,16,16,-1,750,250
1000,1,3,0.765246,0.195688,24,16,16,1,750,250
1050,0,1,0.231656,0.0536645,8,16,16,-1,800,250
1050,1,3,0.586413,0.129173,24,16,16,1,800,250
1100,0,1,0.337758,0.11408,8,16,16,-1,850,250
1100,1,3,0.886526,0.273784,24,16,16,1,850,250
1150,0,1,0.286101,0.0818539,8,16,16,-1,900,250
1150,1,3,0.852174,0.24665,24,16,16,1,900,250
1200,0,1,0.344553,0.118717,8,16,16,-1,950,250
1200,1,3,1.10375,0.418162,24,16,16,1,950,250
1250,0,1,0.38077,0.144986,8,16,16,-1,1000,250
1250,1,3,1.05846,0.376605,24,16,16,1,1000,250
1300,0,1,0.335022,0.11224,8,16,16,-1,1050,250
1300,1,3,1.08422,0.392496,24,16,16,1,1050,250
1350,0,1,0.455665,0.207631,8,16,16,-1,1100,250
1350,1,3,1.01683,0.345106,24,16,16,1,1100,250
1400,0,1,0.281506,0.0792454,8,16,16,-1,1150,250
1400,1,3,1.04605,0.365832,24,16,16,1,1150,250
1450,0,1,0.378877,0.143548,8,16,16,-1,1200,250
1450,1,3,0.950951,0.302196,24,16,16,1,1200,250
1500,0,1,0.349709,0.122296,8,16,16,-1,1250,250
1500,1,3,0.995536,0.361097,24,16,16,1,1250,250
1550,0,1,0.358893,0.128804,8,16,16,-1,1300,250
1550,1,3,0.798018,0.22744,24,16,16,1,1300,250
1600,0,1,0.297304,0.0883895,8,16,16,-1,1350,250
1600,1,3,0.819229,0.230237,24,16,16,1,1350,250
1650,0,1,0.249225,0.0621133,8,16,16,-1,1400,250
1650,1,3,0.736965,0.187054,24,16,16,1,1400,250
1700,0,1,0.303198,0.0919287,8,16,16,-1,1450,250
1700,1,3,1.01146,0.345773,24,16,16,1,1450,250
1750,0,1,0.350785,0.12305,8,16,16,-1,1500,250
1750,1,3,1.14974,0.447495,24,16,16,1,1500,250
1800,0,1,0.467331,0.218398,8,16,16,-1,1550,250
1800,1,3,1.09555,0.401294,24,16,16,1,1550,250
1850,0,1,0.316343,0.100073,8,16,16,-1,1600,250
