tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,2,0.45309,0.10358,24,16,15.5,-2,0,250
250,1,3,0.409503,0.07628,8,16,16,1,0,250
300,0,2,0.167412,0.014743,24,16,15.5,-2,50,250
300,1,3,0.408603,0.0600366,8,16,16,1,50,250
350,0,2,0.19708,0.0195561,24,16,15.5,-2,100,250
350,1,3,0.427242,0.0764301,8,16,16,1,100,250
400,0,2,0.168606,0.0168897,24,16,15.5,-2,150,250
400,1,3,0.500411,0.0980266,8,16,16,1,150,250
450,0,2,0.149255,0.0111686,24,16,15.5,-2,200,250
450,1,3,0.395841,0.0546123,8,16,16,1,200,250
500,0,2,0.239306,0.0363741,24,16,15.5,-2,250,250
500,1,3,0.33804,0.0440889,8,16,16,1,250,250
550,0,2,0.296253,0.0443018,24,16,15.5,-2,300,250
550,1,3,0.297432,0.0374216,8,16,16,1,300,250
600,0,2,0.276366,0.0415993,24,16,15.5,-2,350,250
600,1,3,0.488698,0.0875169,8,16,16,1,350,250
650,0,2,0.323207,0.0528929,24,16,15.5,-2,400,250
650,1,3,0.41752,0.0723159,8,16,16,1,400,250
700,0,2,0.28476,0.0409153,24,16,15.5,-2,450,250
700,1,3,0.370004,0.0467118,8,16,16,1,450,250
750,0,2,0.489639,0.123966,24,16,15.5,-2,500,250
750,1,3,0.420824,0.0723668,8,16,16,1,500,250
800,0,2,0.215277,0.0263215,24,16,15.5,-2,550,250
800,1,3,0.777206,0.222025,8,16,16,1,550,250
850,0,2,0.368464,0.0683109,24,16,15.5,-2,600,250
850,1,3,0.512756,0.101724,8,16,16,1,600,250
900,0,2,0.360921,0.0659378,24,16,15.5,-2,650,250
900,1,3,0.677007,0.156865,8,16,16,1,650,250
950,0,2,0.446485,0.0997195,24,16,15.5,-2,700,250
950,1,3,0.576011,0.117269,8,16,16,1,700,250
1000,0,2,0.512406,0.131287,24,16,15.5,-2,750,250
1000,1,3,0.755715,0.191715,8,16,16,1,750,250
1050,0,2,0.564026,0.164859,24,16,15.5,-2,800,250
1050,1,3,0.784887,0.228763,8,16,16,1,800,250
1100,0,2,0.683923,0.235005,24,16,15.5,-2,850,250
1100,1,3,1.10275,0.428995,8,16,16,1,850,250
1150,0,2,0.63882,0.206847,24,16,15.5,-2,900,250
1150,1,3,1.12348,0.425289,8,16,16,1,900,250
1200,0,2,0.537484,0.155321,24,16,15.5,-2,950,250
1200,1,3,1.15287,0.44312,8,16,16,1,950,250
1250,0,2,0.526431,0.143053,24,16,15.5,-2,1000,250
1250,1,3,0.884552,0.265201,8,16,16,1,1000,250
1300,0,2,0.684962,0.234594,24,16,15.5,-2,1050,250
1300,1,3,0.895628,0.275237,8,16,16,1,1050,250
1350,0,2,0.619336,0.205864,24,16,15.5,-2,1100,250
1350,1,3,0.777864,0.203686,8,16,16,1,1100,250
1400,0,2,0.568357,0.168833,24,16,15.5,-2,1150,250
1400,1,3,0.836146,0.240224,8,16,16,1,1150,250
1450,0,2,0.39319,0.0773581,24,16,15.5,-2,1200,250
1450,1,3,0.958342,0.330334,8,16,16,1,1200,250
1500,0,2,0.637863,0.21929,24,16,15.5,-2,1250,250
1500,1,3,0.923703,0.303228,8,16,16,1,1250,250
1550,0,2,0.613781,0.188505,24,16,15.5,-2,1300,250
1550,1,3,1.09334,0.409566,8,16,16,1,1300,250
1600,0,2,0.779796,0.305042,24,16,15.5,-2,1350,250
1600,1,3,1.01723,0.351154,8,16,16,1,1350,250
1650,0,2,0.622213,0.193612,24,16,15.5,-2,1400,250
1650,1,3,0.789676,0.212089,8,16,16,1,1400,250
1700,0,2,0.499536,0.138632,24,16,15.5,-2,1450,250
1700,1,3,0.71984,0.181156,8,16,16,1,1450,250
1750,0,2,0.535554,0.144157,24,16,15.5,-2,1500,250
1750,1,3,1.00658,0.345657,8,16,16,1,1500,250
1800,0,2,0.598425,0.185017,24,16,15.5,-2,1550,250
1800,1,3,0.892919,0.26707,8,16,16,1,1550,250
1850,0,2,0.642902,0.226735,24,16,15.5,-2,1600,250
1850,1,3,0.976428,0.325111,8,16,16,1,1600,250
1900,0,2,0.642777,0.208728,24,16,15.5,-2,1650,250
1900,1,3,0.968386,0.314632,8,16,16,1,1650,250
1950,0,2,0.673617,0.228799,24,16,15.5,-2,1700,250
1950,1,3,0.839745,0.239412,8,16,16,1,1700,250
2000,0,2,0.700788,0.253703,24,16,15.5,-2,1750,250
2000,1,3,0.766024,0.195776,8,16,16,1,1750,250
2050,0,2,0.641745,0.206622,24,16,15.5,-2,1800,250
2050,1,3,0.810239,0.221817,8,16,16,1,1800,250
2100,0,2,0.618207,0.191993,24,16,15.5,-2,1850,250
2100,1,3,0.929238,0.295131,8,16,16,1,1850,250
2150,0,2,0.435774,0.0952445,24,16,15.5,-2,1900,250
2150,1,3,1.00337,0.347578,8,16,16,1,1900,250
2200,0,2,0.690955,0.243368,24,16,15.5,-2,1950,250
2200,1,3,1.17718,0.466394,8,16,16,1,1950,250
2250,0,2,0.60186,0.181812,24,16,15.5,-2,2000,250
2250,1,3,0.787653,0.209693,8,16,16,1,2000,250
2300,0,2,0.558532,0.156221,24,16,15.5,-2,2050,250
2300,1,3,1.15703,0.44767,8,16,16,1,2050,250
2350,0,2,0.730478,0.268762,24,16,15.5,-2,2100,250
2350,1,3,0.949526,0.301582,8,16,16,1,2100,250
2400,0,2,0.804505,0.325071,24,16,15.5,-2,2150,250
2400,1,3,1.07078,0.392806,8,16,16,1,2150,250
2450,0,2,0.570682,0.162979,24,16,15.5,-2,2200,250
2450,1,3,0.931242,0.289778,8,16,16,1,2200,250
2500,0,2,0.797623,0.322209,24,16,15.5,-2,2250,250
2500,1,3,1.27412,0.542302,8,16,16,1,2250,250
2550,0,2,0.844575,0.357587,24,16,15.5,-2,2300,250
2550,1,3,1.32106,0.587217,8,16,16,1,2300,250
2600,0,2,0.611132,0.186951,24,16,15.5,-2,2350,250
2600,1,3,1.37802,0.655946,8,16,16,1,2350,250
2650,0,2,0.846701,0.359422,24,16,15.5,-2,2400,250
2650,1,3,1.22968,0.525982,8,16,16,1,2400,250
2700,0,2,0.747329,0.279372,24,16,15.5,-2,2450,250
2700,1,3,0.911826,0.280226,8,16,16,1,2450,250
