tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1459.9,4,2,2,2,3,0.102545
300,1798.78,4,2,2,2,3,0.0900947
350,1979.19,4,2,2,2,3,0.259202
400,2315.13,4,2,2,2,3,0.0886193
450,2505.49,4,2,2,2,3,0.247326
500,2803.7,4,2,2,2,3,0.193559
550,3615.3,4,2,2,2,3,0.236582
600,4009.81,4,2,2,2,3,0.521943
650,4492.7,4,2,2,2,3,0.393637
700,4601.56,4,2,2,2,3,0.308522
750,4690.04,4,2,2,2,3,0.469427
800,4301.79,4,2,2,2,3,0.320047
850,4120.19,4,2,2,2,3,0.489765
900,4145.73,4,2,2,2,3,0.463817
950,4073.96,4,2,2,2,3,0.36494
1000,3690.88,4,2,2,2,3,0.258783
1050,3357.16,4,2,2,2,3,0.182837
1100,3546.03,4,2,2,2,3,0.387864
1150,4093.14,4,2,2,2,3,0.328504
1200,4496.57,4,2,2,2,3,0.536879
1250,4809.53,4,2,2,2,3,0.521591
1300,5153.45,4,2,2,2,3,0.504736
1350,5137.59,4,2,2,2,3,0.552737
1400,5318.42,4,2,2,2,3,0.445078
1450,5245.62,4,2,2,2,3,0.445744
1500,4498.68,4,2,2,2,3,0.483393
1550,3710.37,4,2,2,2,3,0.356244
1600,3846.44,4,2,2,2,3,0.318627
1650,3896.92,4,2,2,2,3,0.249167
1700,4153.94,4,2,2,2,3,0.437701
1750,4649.33,4,2,2,2,3,0.570545
1800,5246.84,4,2,2,2,3,0.619692
1850,5532.02,4,2,2,2,3,0.529593
1900,5829.69,4,2,2,2,3,0.617152
1950,5721.42,4,2,2,2,3,0.461307
2000,5980.57,4,2,2,2,3,0.545372
2050,6365.06,4,2,2,2,3,0.785425
2100,6432.28,4,2,2,2,3,0.539041
2150,6439.98,4,2,2,2,3,0.927013
2200,6621.56,4,2,2,2,3,0.67405
2250,6654.12,4,2,2,2,3,0.490912
2300,6578.85,4,2,2,2,3,0.70928
2350,6538.08,4,2,2,2,3,0.827587
2400,6996.01,4,2,2,2,3,0.737974
2450,7671.85,4,2,2,2,3,0.902574
2500,6970.72,4,2,2,2,3,0.712833
2550,6981.62,4,2,2,2,3,0.716618
2600,6215.53,4,2,2,2,3,0.659436
2650,5891.69,4,2,2,2,3,0.536963
2700,5408.86,4,2,2,2,3,0.591204
