tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1086.1,5,2,3,2,3,0.0739838
300,1111.92,5,2,3,2,3,0.150898
350,1116.44,5,2,3,2,3,0.150617
400,1078.3,5,2,3,2,3,0.0809088
450,1160.61,5,2,3,2,3,0.0435043
500,1337.68,5,2,3,2,3,0.157674
550,1430.54,5,2,3,2,3,0.155157
600,1501.86,5,2,3,2,3,0.132019
650,1640.89,5,2,3,2,3,0.19758
700,1599.44,5,2,3,2,3,0.129742
750,1614.67,5,2,3,2,3,0.183967
800,1849.64,5,2,3,2,3,0.244734
850,1850.03,5,2,3,2,3,0.155433
900,2225.03,5,2,3,2,3,0.347528
950,2820.18,5,2,3,2,3,0.4061
1000,2617.62,5,2,3,2,3,0.293724
1050,2592.45,5,2,3,2,3,0.358967
1100,2324.72,5,2,3,2,3,0.287343
1150,1931.05,5,2,3,2,3,0.178874
1200,1709.98,5,2,3,2,3,0.172795
1250,1426.71,5,2,3,2,3,0.251287
1300,1192.47,5,2,3,2,3,0.11887
1350,1087.82,5,2,3,2,3,0.0616267
1400,1131.33,5,2,3,2,3,0.12249
1450,1191.51,5,2,3,2,3,0.16401
1500,1267.64,5,2,3,2,3,0.176678
1550,1185.6,5,2,3,2,3,0.0913837
1600,1349.99,5,2,3,2,3,0.176653
1650,1499.78,5,2,3,2,3,0.128252
1700,1218.97,5,2,3,2,3,0.0937994
1750,1290.01,5,2,3,2,3,0.191134
1800,1553.12,5,2,3,2,3,0.114602
1850,1991.54,5,2,3,2,3,0.305341
1900,2418.45,5,2,3,2,3,0.318561
1950,2772.07,5,2,3,2,3,0.193454
2000,2914.17,5,2,3,2,3,0.55839
2050,3272.39,5,2,3,2,3,0.352856
2100,3792.72,5,2,3,2,3,0.547642
2150,4272.78,5,2,3,2,3,0.664097
2200,4414.43,5,2,3,2,3,0.615586
2250,4843.5,5,2,3,2,3,0.534282
2300,4956.3,5,2,3,2,3,0.792933
2350,4971.28,5,2,3,2,3,0.621196
2400,4986.93,5,2,3,2,3,0.901868
2450,5484.32,5,2,3,2,3,0.924943
2500,5270.96,5,2,3,2,3,0.51146
2550,5085.18,5,2,3,2,3,0.883627
2600,4994.36,5,2,3,2,3,0.624143
2650,5209.28,5,2,3,2,3,0.669281
2700,5338.93,5,2,3,2,3,0.639584
