#,M_ab(b=4)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,254.347,-9.48382,-168.256,290.389,38.3647,nan
divJ2,0.0373871,3.09941,0.198507,14.2739,-0.775273,nan
curlJ2,0.732078,685.171,0.0622046,-57.6443,-26.9374,nan
JdotDivJ,-0.0408976,-18.2643,-0.488476,6.68261,1.06656,nan
J4,-1206.33,2076.28,-1160.91,3549.52,65360.8,nan
stateSq,nan,nan,nan,nan,nan,nan
