#,M(b=2)·M(b=2) — RG semigroup prediction
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,247.454,121.226,-150.248,129.35,406.88,nan
divJ2,0.195347,11.6023,0.207652,5.73063,-11.8405,nan
curlJ2,23.6668,265.772,46.804,95.882,-1386.08,nan
JdotDivJ,0.0353739,0.178133,-0.0202187,7.23985,-1.68266,nan
J4,-973.013,3582.91,-858.09,-606.87,65388.9,nan
stateSq,nan,nan,nan,nan,nan,nan
