#,stderr (bootstrap, 100 resamples)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,0.0348036,11.1965,0.446647,14.2973,0.830307,nan
divJ2,0.00189453,0.841186,0.0294488,0.814018,0.0451472,nan
curlJ2,0.082277,36.6705,1.01757,33.6959,1.97741,nan
JdotDivJ,0.0031968,1.41929,0.0400367,1.51928,0.0780434,nan
J4,0.05079,9.46792,0.41342,13.3273,1.36635,nan
stateSq,nan,nan,nan,nan,nan,nan
