snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.0104003,0.000229164,0.00731008,-0.000106054,0.000169566,0,0.0993695,0.000904288,0.03995,-0.000222364,0.0137409,0
1,0.0107781,0.000228788,0.00730099,-0.000107139,0.000179653,0,0.105899,0.000881421,0.0407433,-0.000270801,0.0153284,0
2,0.0110907,0.000228841,0.00723732,-0.000105266,0.000188723,0,0.110662,0.00089162,0.0384965,-0.000207908,0.0165168,0
3,0.0115165,0.000230224,0.00738512,-0.000108749,0.000203485,0,0.117065,0.000846849,0.0404781,-0.000253632,0.0184788,0
4,0.0117119,0.000230723,0.00732751,-0.000107444,0.000210007,0,0.120063,0.000895126,0.0401331,-0.000230275,0.019399,0
5,0.0118653,0.000233984,0.00729815,-0.000107937,0.000213655,0,0.122792,0.000901348,0.0399058,-0.000305526,0.0199265,0
6,0.0121734,0.000231805,0.00727594,-0.000106956,0.000223143,0,0.128354,0.000884688,0.0405963,-0.000206216,0.0214242,0
7,0.0125244,0.00023035,0.00727779,-0.000103399,0.000235671,0,0.133433,0.000885186,0.0398301,-0.000273056,0.023129,0
8,0.0131345,0.000232273,0.00734931,-0.000106983,0.000257817,0,0.142862,0.000899816,0.0407433,-0.000257089,0.0265311,0
9,0.0133691,0.000230132,0.00723175,-0.000105063,0.000265686,0,0.147764,0.000898277,0.0398024,-0.000268452,0.0279519,0
10,0.0139194,0.000235036,0.00738512,-0.000106407,0.000286056,0,0.155411,0.000888118,0.0407484,-0.00021461,0.0308707,0
11,0.0140496,0.00023081,0.00735099,-0.00010737,0.000289556,0,0.157506,0.000883017,0.0401658,-0.000256922,0.0316328,0
12,0.0139681,0.000228791,0.0074122,-0.000107423,0.000285818,0,0.155284,0.000919601,0.0394147,-0.000186777,0.0301541,0
13,0.0139735,0.000230618,0.00735559,-0.000107757,0.000288125,0,0.156923,0.000914704,0.041474,-0.000228179,0.0313995,0
14,0.0137163,0.000227288,0.00736417,-0.000106451,0.000279361,0,0.151897,0.000859889,0.0393373,-0.000286157,0.029675,0
15,0.0134052,0.000227084,0.00730809,-0.00010331,0.000268054,0,0.147257,0.000884156,0.0400236,-0.000179507,0.028153,0
16,0.0131147,0.000230764,0.00733891,-0.0001078,0.000256481,0,0.142898,0.000847331,0.0401231,-0.000237397,0.0262755,0
17,0.0128686,0.000229838,0.00725646,-0.000107601,0.00024638,0,0.139212,0.000829787,0.0396588,-0.000215192,0.0250321,0
18,0.0126028,0.000230791,0.00729304,-0.000109208,0.000241679,0,0.134954,0.000896088,0.0402257,-0.000196077,0.0244331,0
19,0.0119678,0.000231634,0.00728621,-0.00010599,0.000218038,0,0.124685,0.000890764,0.0389703,-0.000235061,0.0206447,0
20,0.0115734,0.000232812,0.00725615,-0.000108966,0.000204964,0,0.118295,0.000919647,0.0380527,-0.000234597,0.0187675,0
21,0.0114778,0.000231145,0.00733095,-0.000108231,0.000202436,0,0.116647,0.000885072,0.0407589,-0.000268851,0.0186044,0
22,0.0108633,0.000232518,0.00729067,-0.00010704,0.000184953,0,0.106776,0.000876217,0.0395516,-0.000217237,0.0157847,0
23,0.0105452,0.000229816,0.00736726,-0.000105341,0.000173073,0,0.101362,0.000848167,0.0399149,-0.000208825,0.0140468,0
24,0.010216,0.000230494,0.00725271,-0.000109849,0.000164276,0,0.0967799,0.000880457,0.039008,-0.000331602,0.0132808,0
25,0.0100068,0.000230741,0.00727985,-0.000108557,0.000158452,0,0.0936406,0.000896014,0.0400258,-0.000253146,0.0124594,0
26,0.0094238,0.00023054,0.00720059,-0.000103175,0.000140703,0,0.085058,0.000856066,0.038909,-0.000218742,0.0105079,0
27,0.00911312,0.000229586,0.00728527,-0.000103733,0.000133175,0,0.0796343,0.000892042,0.0392001,-0.000232371,0.0091968,0
28,0.00894664,0.000228152,0.00728285,-0.000104134,0.000127806,0,0.0762567,0.000884234,0.0385947,-0.000212825,0.00848951,0
29,0.00874536,0.00023028,0.00732373,-0.000108064,0.000122961,0,0.073501,0.000875109,0.0401507,-0.000244426,0.00786532,0
30,0.00843449,0.000232401,0.00732217,-0.000104798,0.000115547,0,0.0677164,0.000892221,0.0383311,-0.000226915,0.00670133,0
31,0.00823988,0.00023407,0.00737616,-0.000107576,0.000111652,0,0.0647419,0.000899713,0.0405168,-0.000231177,0.00666316,0
32,0.0078048,0.00022664,0.00722971,-0.000103807,0.000100222,0,0.0587076,0.000868572,0.0386981,-0.000256784,0.00535492,0
33,0.0076573,0.000230461,0.00731483,-0.000107747,9.60277e-05,0,0.0554959,0.000881248,0.0389339,-0.000265079,0.00495065,0
34,0.00759283,0.000230283,0.00730935,-0.000107455,9.45597e-05,0,0.0541415,0.000881773,0.0392245,-0.000250075,0.00457751,0
35,0.00756346,0.000229706,0.0073614,-0.000107933,9.36614e-05,0,0.0538412,0.000910077,0.039697,-0.000256599,0.00458172,0
36,0.00763024,0.000232692,0.00731489,-0.000109005,9.54333e-05,0,0.0546386,0.000878073,0.0393854,-0.000244814,0.00471249,0
37,0.00762095,0.000228994,0.00729916,-0.000106729,9.59726e-05,0,0.0547023,0.000881519,0.0393903,-0.000289825,0.00478834,0
38,0.00753292,0.000228056,0.00730667,-0.000104193,9.43035e-05,0,0.0528956,0.000863446,0.0379449,-0.000187377,0.00450425,0
39,0.00774132,0.000229875,0.00729606,-0.000107806,9.8951e-05,0,0.0570291,0.000863228,0.0395809,-0.000297765,0.00515056,0
40,0.0148346,0.000229501,0.00724707,-0.000106965,0.00031941,0,0.170591,0.000878801,0.0381224,-0.000209734,0.0362193,0
41,0.0150895,0.000233629,0.00731743,-0.000108717,0.000329322,0,0.174764,0.000876007,0.0400156,-0.000233174,0.0378506,0
42,0.0155643,0.000230087,0.00741987,-0.000110464,0.00034752,0,0.181235,0.000864311,0.0400113,-0.000288056,0.0406931,0
43,0.0161234,0.000228315,0.00741004,-0.000104464,0.000371384,0,0.189956,0.000882034,0.0402805,-0.000226341,0.044039,0
44,0.016944,0.000230994,0.00744343,-0.000107613,0.000402607,0,0.20291,0.000861312,0.0403335,-0.000235379,0.0494187,0
45,0.0174729,0.000233885,0.00736719,-0.000106501,0.000429491,0,0.212401,0.000872194,0.0400518,-0.000226131,0.0546038,0
46,0.0179978,0.000227945,0.00731618,-0.000106084,0.000453562,0,0.220233,0.000885728,0.0382387,-0.000214663,0.0584988,0
47,0.0187288,0.000226857,0.00740779,-0.000104532,0.00048562,0,0.231599,0.000848448,0.0401315,-0.000256126,0.0640336,0
48,0.0192,0.000231337,0.00735644,-0.000104017,0.000506351,0,0.239773,0.000875971,0.0400187,-0.00023738,0.0682677,0
49,0.0198989,0.000228872,0.00738128,-0.000103715,0.000537195,0,0.251159,0.000868391,0.0393996,-0.000210318,0.0741251,0
50,0.0204185,0.000229129,0.00736453,-0.000105402,0.000563767,0,0.2592,0.000895731,0.0395616,-0.000281437,0.0784493,0
51,0.0208956,0.000231345,0.00742584,-0.000106841,0.000589208,0,0.266542,0.000895361,0.04025,-0.000228607,0.0830196,0
52,0.0212089,0.000229303,0.00734662,-0.000107824,0.000605471,0,0.27246,0.000891945,0.0398931,-0.000288012,0.0863799,0
53,0.0216518,0.000229136,0.00735761,-0.000104643,0.000628419,0,0.279106,0.000856662,0.0403557,-0.000262451,0.0902343,0
54,0.0216378,0.000230868,0.00728147,-0.000105981,0.000624119,0,0.279545,0.000900028,0.0396178,-0.000236463,0.0904246,0
55,0.0219138,0.000228635,0.00726,-0.000103525,0.000638103,0,0.283585,0.000893121,0.0381244,-0.000204153,0.0922653,0
56,0.0220174,0.000233646,0.00725133,-0.000107504,0.000642057,0,0.285997,0.000901094,0.0390044,-0.00025462,0.0937586,0
57,0.0221038,0.000230663,0.00728201,-0.000106537,0.000648684,0,0.28707,0.000849865,0.0392348,-0.000251998,0.0945067,0
58,0.0220684,0.000231979,0.0073263,-0.000109133,0.000651241,0,0.285856,0.000909298,0.0399805,-0.000283443,0.0942796,0
59,0.021869,0.00022873,0.00737878,-0.000106583,0.000640359,0,0.282416,0.000843147,0.0403006,-0.000183148,0.0922978,0
60,0.0212676,0.000227962,0.00736762,-0.000103114,0.000605617,0,0.273128,0.00086472,0.039933,-0.000215366,0.0863709,0
61,0.0206621,0.000231482,0.00740525,-0.000106987,0.000574631,0,0.262957,0.000884738,0.0401661,-0.000226859,0.0799192,0
62,0.0200152,0.000229458,0.00727946,-0.000105411,0.000545323,0,0.253007,0.000885752,0.0390728,-0.000199953,0.0750569,0
63,0.01945,0.000229296,0.00734152,-0.000106953,0.000518338,0,0.243453,0.000860452,0.0394024,-0.000297137,0.0700236,0
64,0.0191044,0.000229259,0.00734599,-0.000110111,0.00049969,0,0.238341,0.000870274,0.0403618,-0.000201271,0.0670973,0
65,0.0187757,0.00023211,0.00735347,-0.0001113,0.000483591,0,0.233328,0.000870911,0.0389732,-0.000251296,0.064189,0
66,0.0185856,0.000228166,0.00735423,-0.00010558,0.000478474,0,0.230368,0.000844976,0.0395539,-0.000211168,0.0632927,0
67,0.018452,0.000230953,0.00735502,-0.000104668,0.000470285,0,0.228057,0.000891426,0.0386578,-0.000195599,0.0618956,0
68,0.018181,0.000229278,0.00730326,-0.000107641,0.000457313,0,0.223421,0.000875425,0.0386152,-0.000276005,0.0591596,0
69,0.0180387,0.000231593,0.00738002,-0.000111568,0.000454307,0,0.221709,0.000891267,0.0401236,-0.000280015,0.0587042,0
70,0.0179952,0.000229947,0.00741706,-0.000106275,0.000448924,0,0.220148,0.000875968,0.0400626,-0.000205177,0.057719,0
71,0.0176992,0.000229656,0.00732108,-0.000106873,0.000435359,0,0.215803,0.000870236,0.0394161,-0.000257088,0.0557337,0
72,0.0176827,0.000231458,0.00738391,-0.000103987,0.000437611,0,0.215144,0.000918071,0.0393194,-0.000235638,0.0555651,0
73,0.0176494,0.000230538,0.00743221,-0.000104194,0.000436697,0,0.2142,0.000872286,0.0396932,-0.000179655,0.0555357,0
74,0.01747,0.000228927,0.00732597,-0.000104835,0.000425898,0,0.211869,0.000859936,0.0384654,-0.000196687,0.053801,0
