A,N_mean,N_std,k
10,23.0,4.924428900898052,0.23
12,21.75,5.651327277728657,0.15104166666666666
14,25.75,0.6614378277661477,0.13137755102040816
16,28.375,0.6959705453537527,0.11083984375
20,36.0,12.519984025548915,0.09
25,131.125,26.732178642976333,0.2098
30,242.25,31.71651777859606,0.26916666666666667
40,372.5,24.005207768315607,0.2328125
50,510.625,12.185416488573544,0.20425
70,837.125,23.750986821603856,0.17084183673469389
90,1240.5,34.659053651246744,0.15314814814814814
