A,N_mean,N_std,k
10,3.25,1.479019945774904,0.0325
12,7.125,1.0532687216470449,0.049479166666666664
14,16.625,5.633327169621874,0.08482142857142858
16,23.0,3.840572873934304,0.08984375
20,27.25,0.9682458365518543,0.068125
25,30.125,0.9270248108869579,0.0482
30,38.875,12.663308217049762,0.043194444444444445
40,128.25,21.34098170188054,0.08015625
50,213.875,4.675401052316261,0.08555
70,403.375,6.4213997695206615,0.08232142857142857
90,612.75,10.917302780449024,0.07564814814814814
