tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
L24,24,10.0000,0.0200,0.00500,on,on,0xE0102000,50,7.0000,7,7,0.070000
L24,24,10.0000,0.0200,0.00500,on,on,0xE0102001,50,5.0000,5,5,0.050000
L24,24,10.0000,0.0200,0.00500,on,on,0xE0102002,50,6.0000,6,6,0.060000
