tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
L48,48,14.0000,0.0200,0.00500,on,on,0xE0102000,50,18.0000,18,18,0.091837
L48,48,14.0000,0.0200,0.00500,on,on,0xE0102001,50,17.0000,17,17,0.086735
L48,48,14.0000,0.0200,0.00500,on,on,0xE0102002,50,17.0000,17,17,0.086735
