tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
F,32,13.5000,0.0200,0.00500,on,on,0xE0102000,50,14.0000,14,14,0.076818
F,32,13.5000,0.0200,0.00500,on,on,0xE0102001,50,15.0000,15,15,0.082305
F,32,13.5000,0.0200,0.00500,on,on,0xE0102002,50,16.0000,16,16,0.087791
F,32,13.5000,0.0200,0.00500,on,on,0xE0102003,50,12.0000,12,12,0.065844
F,32,13.5000,0.0200,0.00500,on,on,0xE0102004,50,10.0000,10,10,0.054870
