tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
F,32,12.5000,0.0200,0.00500,on,on,0xE0102000,50,11.0000,11,11,0.070400
F,32,12.5000,0.0200,0.00500,on,on,0xE0102001,50,13.0000,13,13,0.083200
F,32,12.5000,0.0200,0.00500,on,on,0xE0102002,50,9.0000,9,9,0.057600
F,32,12.5000,0.0200,0.00500,on,on,0xE0102003,50,10.0000,10,10,0.064000
F,32,12.5000,0.0200,0.00500,on,on,0xE0102004,50,9.0000,9,9,0.057600
