tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
D,32,20.0000,0.0200,0.00500,on,on,0xE0102000,50,24.0000,24,24,0.060000
D,32,20.0000,0.0200,0.00500,on,on,0xE0102001,50,26.0000,26,26,0.065000
D,32,20.0000,0.0200,0.00500,on,on,0xE0102002,50,27.0000,27,27,0.067500
