tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
F,32,14.0000,0.0200,0.00500,on,on,0xE0102000,50,17.0000,17,17,0.086735
F,32,14.0000,0.0200,0.00500,on,on,0xE0102001,50,17.0000,17,17,0.086735
F,32,14.0000,0.0200,0.00500,on,on,0xE0102002,50,20.0000,20,20,0.102041
F,32,14.0000,0.0200,0.00500,on,on,0xE0102003,50,13.0000,13,13,0.066327
F,32,14.0000,0.0200,0.00500,on,on,0xE0102004,50,15.0000,15,15,0.076531
