tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
D,32,24.0000,0.0200,0.00500,on,on,0xE0102000,50,39.0000,39,39,0.067708
D,32,24.0000,0.0200,0.00500,on,on,0xE0102001,50,34.0000,34,34,0.059028
D,32,24.0000,0.0200,0.00500,on,on,0xE0102002,50,33.0000,33,33,0.057292
