tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
D,32,16.0000,0.0200,0.00500,on,on,0xE0102000,50,20.0000,20,20,0.078125
D,32,16.0000,0.0200,0.00500,on,on,0xE0102001,50,21.0000,21,21,0.082031
D,32,16.0000,0.0200,0.00500,on,on,0xE0102002,50,20.0000,20,20,0.078125
