tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
F,32,14.5000,0.0200,0.00500,on,on,0xE0102000,50,16.0000,16,16,0.076100
F,32,14.5000,0.0200,0.00500,on,on,0xE0102001,50,20.0000,20,20,0.095125
F,32,14.5000,0.0200,0.00500,on,on,0xE0102002,50,20.0000,20,20,0.095125
F,32,14.5000,0.0200,0.00500,on,on,0xE0102003,50,19.0000,19,19,0.090369
F,32,14.5000,0.0200,0.00500,on,on,0xE0102004,50,15.0000,15,15,0.071344
