tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
F,32,11.0000,0.0200,0.00500,on,on,0xE0102000,50,7.0000,7,7,0.057851
F,32,11.0000,0.0200,0.00500,on,on,0xE0102001,50,8.0000,8,8,0.066116
F,32,11.0000,0.0200,0.00500,on,on,0xE0102002,50,6.0000,6,6,0.049587
F,32,11.0000,0.0200,0.00500,on,on,0xE0102003,50,4.0000,4,4,0.033058
F,32,11.0000,0.0200,0.00500,on,on,0xE0102004,50,5.0000,5,5,0.041322
