tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
L48,48,12.0000,0.0200,0.00500,on,on,0xE0102000,50,8.0000,8,8,0.055556
L48,48,12.0000,0.0200,0.00500,on,on,0xE0102001,50,8.0000,8,8,0.055556
L48,48,12.0000,0.0200,0.00500,on,on,0xE0102002,50,8.0000,8,8,0.055556
