tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
D,32,18.0000,0.0200,0.00500,on,on,0xE0102000,50,21.0000,21,21,0.064815
D,32,18.0000,0.0200,0.00500,on,on,0xE0102001,50,21.0000,21,21,0.064815
D,32,18.0000,0.0200,0.00500,on,on,0xE0102002,50,22.0000,22,22,0.067901
