tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
F,32,10.5000,0.0200,0.00500,on,on,0xE0102000,50,6.0000,6,6,0.054422
F,32,10.5000,0.0200,0.00500,on,on,0xE0102001,50,5.0000,5,5,0.045351
F,32,10.5000,0.0200,0.00500,on,on,0xE0102002,50,6.0000,6,6,0.054422
F,32,10.5000,0.0200,0.00500,on,on,0xE0102003,50,4.0000,4,4,0.036281
F,32,10.5000,0.0200,0.00500,on,on,0xE0102004,50,5.0000,5,5,0.045351
