tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
D,32,14.0000,0.0200,0.00500,on,on,0xE0102000,50,20.0000,20,20,0.102041
D,32,14.0000,0.0200,0.00500,on,on,0xE0102001,50,19.0000,19,19,0.096939
D,32,14.0000,0.0200,0.00500,on,on,0xE0102002,50,18.0000,18,18,0.091837
