tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
F,32,18.0000,0.0200,0.00500,on,on,0xE0102000,50,25.0000,25,25,0.077160
F,32,18.0000,0.0200,0.00500,on,on,0xE0102001,50,23.0000,23,23,0.070988
F,32,18.0000,0.0200,0.00500,on,on,0xE0102002,50,25.0000,25,25,0.077160
F,32,18.0000,0.0200,0.00500,on,on,0xE0102003,50,25.0000,25,25,0.077160
F,32,18.0000,0.0200,0.00500,on,on,0xE0102004,50,25.0000,25,25,0.077160
