snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.0687237,0.000240026,0.0073667,-0.000108676,0.00529169,0.000488281,1.03341,0.00132269,0.0407535,-0.000490427,1.11999,0.00390625
1,0.0741448,0.000240828,0.00742284,-0.000110753,0.00605266,0.000488281,1.11699,0.00137022,0.0368529,-0.000622424,1.28839,0.00390625
2,0.0806648,0.000235038,0.00708162,-0.000111517,0.00712209,0.000488281,1.22446,0.00140208,0.0356403,-0.000586876,1.54846,0.00390625
3,0.0863308,0.000254206,0.00728841,-0.000118875,0.00816221,0.000488281,1.31491,0.00148155,0.0406434,-0.000593347,1.78827,0.00390625
4,0.0918612,0.000237864,0.0072014,-0.000105171,0.00913678,0.000488281,1.40147,0.00137657,0.0337999,-0.00042209,2.01403,0.00390625
5,0.0966086,0.000237905,0.00741339,-9.93958e-05,0.0100993,0.000488281,1.47764,0.00139175,0.0396542,-0.000481892,2.24307,0.00390625
6,0.0997872,0.000243258,0.00708162,-0.000118966,0.0108037,0.000488281,1.53092,0.00133692,0.0387231,-0.000600131,2.41983,0.00390625
7,0.104159,0.000239093,0.00715153,-0.000116219,0.0116577,0.000488281,1.60087,0.00145369,0.0382408,-0.000741459,2.62802,0.00390625
8,0.107848,0.000237413,0.00723192,-0.000115506,0.0125441,0.000488281,1.65794,0.0013356,0.0394341,-0.00067434,2.82914,0.00390625
9,0.116159,0.000241739,0.00726087,-0.00011545,0.0144382,0.000488281,1.78986,0.00140423,0.0354186,-0.000650679,3.27865,0.00390625
10,0.122567,0.000249481,0.00748537,-0.000121178,0.0161448,0.000488281,1.8923,0.00135531,0.0411591,-0.000652561,3.68959,0.00390625
11,0.127014,0.000234921,0.00725071,-0.000118242,0.0171856,0.000488281,1.96512,0.00127402,0.0372478,-0.0005698,3.94169,0.00390625
12,0.131208,0.0002398,0.00728013,-0.000116252,0.0183296,0.000488281,2.03198,0.00143937,0.0376622,-0.000591432,4.22482,0.00390625
13,0.136022,0.000240077,0.007216,-0.000115678,0.019717,0.000488281,2.10846,0.00131073,0.0383401,-0.00058893,4.55212,0.00390625
14,0.138827,0.000238656,0.00730677,-0.000116367,0.0204132,0.000488281,2.15242,0.00128346,0.0363199,-0.00056107,4.71698,0.00390625
15,0.141016,0.000237481,0.0070547,-0.000114558,0.0210956,0.000488281,2.18911,0.00133315,0.0359399,-0.000480116,4.89211,0.00390625
16,0.145478,0.000236323,0.00736152,-0.000116874,0.0223746,0.000488281,2.25932,0.00133622,0.0382731,-0.00046885,5.19853,0.00390625
17,0.147367,0.000235817,0.00723085,-0.000110945,0.0228829,0.000488281,2.2905,0.00118012,0.035155,-0.000647337,5.33484,0.00390625
18,0.14928,0.00023533,0.0073342,-0.000109263,0.0235954,0.000488281,2.31957,0.00123592,0.0400295,-0.000514035,5.48504,0.00390625
19,0.021418,0.0002216,0.00780161,-0.000108265,0.000624539,0.000488281,0.271475,0.000910029,0.0416886,-0.000297458,0.0862777,0
20,0.0208613,0.000229061,0.0076314,-0.000109494,0.000584182,0.000488281,0.263989,0.000850546,0.0430535,-0.000255012,0.0797561,0
21,0.019882,0.000228953,0.00723481,-0.000110093,0.000533559,0.000488281,0.250259,0.000945618,0.0353837,-0.000372547,0.0725894,0
22,0.0200506,0.000240317,0.00759465,-0.00011154,0.000546516,0.000488281,0.252965,0.000873918,0.0425136,-0.000242676,0.0744155,0
23,0.0198922,0.000229934,0.00747105,-0.000106223,0.000537346,0.000488281,0.248985,0.000936135,0.0361033,-0.000224788,0.0725278,0
24,0.0182342,0.000228546,0.00744103,-0.000111209,0.000459998,0.000488281,0.223758,0.000825226,0.0397191,-0.000198837,0.0599075,0
25,0.0164049,0.000237669,0.00743177,-0.000112685,0.000379314,0.000488281,0.193091,0.000885613,0.0361253,-0.00032944,0.0440321,0
26,0.0173494,0.000235039,0.00758264,-0.000118472,0.000425166,0.000488281,0.208405,0.00083652,0.041422,-0.000234338,0.0518074,0
27,0.0175508,0.000224678,0.0073917,-0.000104675,0.000424924,0.000488281,0.21128,0.000781707,0.0368768,-0.000216374,0.0533867,0
28,0.0179853,0.000232736,0.00767177,-0.000107367,0.000456239,0.000488281,0.217625,0.000831684,0.0420013,-0.000102718,0.0578221,0
