tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1176.25,0,2,0.598774,0,0.530638,32,0,0,0,0
300,1228.17,0,2,1.707,0,0.522549,32,0,0,0,0
350,1317.24,0,2,-0.527227,0,0.740196,32,0,0,0,0
400,1248.3,0,2,0.947729,0,0.669571,32,0,0,0,0
450,1184.12,0,2,-1.43375,0,0.573852,32,0,0,0,0
500,1173.54,0,2,-0.244245,0,0.673822,32,0,0,0,0
550,1185.83,0,2,-4.86648,0,0.63964,32,0,0,0,0
600,1351.91,0,2,2.70196,0,0.679115,32,0,0,0,0
650,1513.78,0,2,0.394325,0,0.876965,32,0,0,0,0
700,1792.98,0,2,-1.56089,0,1.35091,32,0,0,0,0
750,1886.29,0,2,-2.07882,0,1.29428,32,0,0,0,0
800,2061.11,0,2,0.0380049,0,1.36622,32,0,0,0,0
850,2062.5,0,2,-1.69385,0,1.43234,32,0,0,0,0
900,1934.53,0,2,4.33632,0,1.41672,32,0,0,0,0
950,1900.55,0,2,3.39472,0,1.30851,32,0,0,0,0
1000,1863.06,0,2,-5.16404,0,1.28702,32,0,0,0,0
1050,1849.13,0,2,4.70346,0,1.51343,32,0,0,0,0
1100,1719,0,2,1.91804,0,1.04972,32,0,0,0,0
1150,1523.72,0,2,2.59445,0,0.760355,32,0,0,0,0
1200,1447.05,0,2,-1.86118,0,0.812913,32,0,0,0,0
1250,1415.25,0,2,-0.795155,0,1.02813,32,0,0,0,0
1300,1421.91,0,2,4.05214,0,0.779164,32,0,0,0,0
1350,1578.94,0,2,-1.30156,0,1.01556,32,0,0,0,0
1400,1628.71,0,2,-2.84061,0,0.913486,32,0,0,0,0
1450,1615.66,0,2,2.91166,0,1.17642,32,0,0,0,0
1500,1496.47,0,2,2.75193,0,0.903595,32,0,0,0,0
1550,1328.03,0,2,-7.79067,0,0.864812,32,0,0,0,0
1600,1255.23,0,2,-2.53504,0,0.798531,32,0,0,0,0
1650,1307.31,0,2,-2.69944,0,0.86846,32,0,0,0,0
1700,1370.45,0,2,-1.27936,0,0.914178,32,0,0,0,0
1750,1436.88,0,2,-2.45397,0,0.683194,32,0,0,0,0
1800,1425.37,0,2,1.27185,0,0.914752,32,0,0,0,0
1850,1346.87,0,2,-2.3595,0,0.943248,32,0,0,0,0
1900,1263.54,0,2,-0.333807,0,0.772976,32,0,0,0,0
1950,1173.03,0,2,4.92683,0,0.645788,31,0,0,0,0
2000,1125.57,0,2,-1.15125,0,0.620637,32,0,0,0,0
2050,1138.14,0,2,0.292748,0,0.643674,32,0,0,0,0
2100,1055.74,0,2,1.87733,0,0.581913,32,0,0,0,0
2150,1023.53,0,2,-0.811692,0,0.438573,32,0,0,0,0
2200,1075.35,0,2,2.0736,0,0.439047,31,0,0,0,0
