tick,total_density,total_charge,manifested,Q_top,W_R,E_tube,tube_length,monopole_core,centroid_x,centroid_y,centroid_z
250,1184.29,0,2,3.51461,0,0.874789,32,0,0,0,0
300,1331.41,0,2,4.49383,0,0.879383,32,0,0,0,0
350,1398.69,0,2,-1.66524e-05,0,0.737667,32,0,0,0,0
400,1461.75,0,2,1.79935,0,1.05579,32,0,0,0,0
450,1668.54,0,2,1.23142,0,1.16659,32,0,0,0,0
500,1868.46,0,2,5.31893,0,1.6493,32,0,0,0,0
550,1870.09,0,2,2.08055,0,1.22582,32,0,0,0,0
600,1741.68,0,2,3.78946,0,1.05529,32,0,0,0,0
650,1571.41,0,2,-1.26717,0,0.855731,32,0,0,0,0
700,1641,0,2,1.94151,0,1.01366,32,0,0,0,0
750,1755.31,0,2,-0.311642,0,1.33399,32,0,0,0,0
800,1597.9,0,2,3.73336,0,0.912355,32,0,0,0,0
850,1389.44,0,2,-1.25407,0,0.83757,32,0,0,0,0
900,1260.56,0,2,0.752302,0,0.542663,32,0,0,0,0
950,1187.78,0,2,-0.392348,0,0.678916,32,0,0,0,0
1000,1217.58,0,2,-3.70616,0,0.641515,32,0,0,0,0
1050,1144.89,0,2,-2.37613,0,0.633726,32,0,0,0,0
1100,1170.48,0,2,2.80064,0,0.661192,32,0,0,0,0
1150,1191.49,0,2,2.53743,0,0.521738,32,0,0,0,0
1200,1116.53,0,2,0.597571,0,0.713771,32,0,0,0,0
1250,1132.8,0,2,-2.64146,0,0.660955,32,0,0,0,0
1300,1096.25,0,2,-2.14636,0,0.536018,32,0,0,0,0
1350,1102.08,0,2,0.252461,0,0.601594,32,0,0,0,0
1400,1347.43,0,2,-0.941355,0,0.769809,32,0,0,0,0
1450,1609.88,0,2,-2.24378,0,1.00044,32,0,0,0,0
1500,1838.79,0,2,4.35029,0,1.15912,32,0,0,0,0
1550,1889.3,0,2,1.21784,0,1.21521,32,0,0,0,0
1600,2125.06,0,2,4.93048,0,1.73609,32,0,0,0,0
1650,2080.77,0,2,-1.76237,0,1.67607,32,0,0,0,0
1700,1922.55,0,2,1.9144,0,1.73766,32,0,0,0,0
1750,2025.99,0,2,0.522179,0,1.48108,32,0,0,0,0
1800,2311.81,0,2,-2.6149,0,2.11095,32,0,0,0,0
1850,2396.76,0,2,-0.0939882,0,1.6779,32,0,0,0,0
1900,2010.22,0,2,-1.72547,0,1.96913,32,0,0,0,0
1950,1922.09,0,2,-3.76404,0,1.14385,32,0,0,0,0
2000,1692.41,0,2,-1.80434,0,1.44017,32,0,0,0,0
2050,1690.41,0,2,-2.19751,0,1.56411,32,0,0,0,0
2100,1856.05,0,2,-0.152809,0,1.50211,32,0,0,0,0
2150,2272.99,0,2,0.606375,0,2.11032,32,0,0,0,0
2200,2870.71,0,2,-3.75779,0,1.81174,32,0,0,0,0
