tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
P,32,74.0000,0.0200,0.00500,on,on,0xE0102000,50,297.0000,297,297,0.054237
P,32,74.0000,0.0200,0.00500,on,on,0xE0102001,50,290.0000,290,290,0.052958
P,32,74.0000,0.0200,0.00500,on,on,0xE0102002,50,293.0000,293,293,0.053506
