tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
P,32,76.0000,0.0200,0.00500,on,on,0xE0102000,50,305.0000,305,305,0.052805
P,32,76.0000,0.0200,0.00500,on,on,0xE0102001,50,309.0000,309,309,0.053497
P,32,76.0000,0.0200,0.00500,on,on,0xE0102002,50,320.0200,303,436,0.055405
