tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
P,32,58.0000,0.0200,0.00500,on,on,0xE0102000,50,177.1400,177,178,0.052658
P,32,58.0000,0.0200,0.00500,on,on,0xE0102001,50,175.0000,175,175,0.052021
P,32,58.0000,0.0200,0.00500,on,on,0xE0102002,50,175.0000,175,175,0.052021
