tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
E,32,2.0000,0.0200,0.00500,on,on,0xE0102000,50,1.0000,1,1,0.250000
E,32,2.0000,0.0200,0.00500,on,on,0xE0102001,50,1.0000,1,1,0.250000
E,32,2.0000,0.0200,0.00500,on,on,0xE0102002,50,1.0000,1,1,0.250000
E,32,2.0000,0.0200,0.00500,on,on,0xE0102003,50,1.0000,1,1,0.250000
E,32,2.0000,0.0200,0.00500,on,on,0xE0102004,50,1.0000,1,1,0.250000
