tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
S,32,72.4600,0.0200,0.00500,on,on,0xE0102000,50,281.0000,281,281,0.053519
S,32,72.4600,0.0200,0.00500,on,on,0xE0102001,50,291.0000,291,291,0.055424
S,32,72.4600,0.0200,0.00500,on,on,0xE0102002,50,284.5000,283,291,0.054186
S,32,72.4600,0.0200,0.00500,on,on,0xE0102003,50,275.0000,275,275,0.052376
S,32,72.4600,0.0200,0.00500,on,on,0xE0102004,50,275.0000,275,275,0.052376
