tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
S,32,62.5900,0.0200,0.00500,on,on,0xE0102000,50,208.0000,208,208,0.053095
S,32,62.5900,0.0200,0.00500,on,on,0xE0102001,50,202.0000,202,202,0.051563
S,32,62.5900,0.0200,0.00500,on,on,0xE0102002,50,192.0000,192,192,0.049011
S,32,62.5900,0.0200,0.00500,on,on,0xE0102003,50,197.0000,197,197,0.050287
S,32,62.5900,0.0200,0.00500,on,on,0xE0102004,50,198.0000,198,198,0.050542
