tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
P,32,66.0000,0.0200,0.00500,on,on,0xE0102000,50,236.0000,236,236,0.054178
P,32,66.0000,0.0200,0.00500,on,on,0xE0102001,50,223.0000,223,223,0.051194
P,32,66.0000,0.0200,0.00500,on,on,0xE0102002,50,234.0000,234,234,0.053719
