tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
P,32,56.0000,0.0200,0.00500,on,on,0xE0102000,50,165.0000,165,165,0.052615
P,32,56.0000,0.0200,0.00500,on,on,0xE0102001,50,171.0000,171,171,0.054528
P,32,56.0000,0.0200,0.00500,on,on,0xE0102002,50,164.0000,164,164,0.052296
