#,stderr (bootstrap, 100 resamples)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,0.0198474,31.0843,0.844267,28.4552,0.555478,nan
divJ2,0.0014072,2.76759,0.0858437,2.60499,0.0390677,nan
curlJ2,0.0483907,56.3709,1.77851,65.3917,1.42475,nan
JdotDivJ,0.00207508,2.32101,0.084308,3.11259,0.0615364,nan
J4,0.031089,24.1459,0.728007,38.688,0.973921,nan
stateSq,nan,nan,nan,nan,nan,nan
