#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,16.0195,10.3966,-6.47777,-9.49768,-0.660277,nan
divJ2,0.00699994,-1.10863,0.0388167,-5.28342,-0.200433,nan
curlJ2,0.0663229,49.5452,11.795,-51.0779,-1.43042,nan
JdotDivJ,-0.0050575,5.10491,0.00041207,12.3255,0.141036,nan
J4,-0.661236,-22.3544,-3.48096,-28.4833,253.575,nan
stateSq,nan,nan,nan,nan,nan,nan
