#,M_ab(b=4)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,256.517,267.326,-187.406,581.194,-3.68871,nan
divJ2,0.00719694,3.63351,-0.350688,1.02384,-0.0291161,nan
curlJ2,-0.531663,412.909,53.405,505.523,3.63615,nan
JdotDivJ,-0.00210679,6.92742,0.128984,-6.92641,0.0147918,nan
J4,-1175.21,30038,-10167.7,75182.1,65190.2,nan
stateSq,nan,nan,nan,nan,nan,nan
