tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
C,32,28.7700,0.0200,0.00500,on,0xE0102000,50,39.4600,39,43,0.047674
C,32,28.7700,0.0200,0.00500,on,0xE0102001,50,35.6800,35,36,0.043107
C,32,28.7700,0.0200,0.00500,on,0xE0102002,50,31.7000,30,36,0.038298
C,32,28.7700,0.0200,0.00500,on,0xE0102003,50,37.7400,36,39,0.045596
C,32,28.7700,0.0200,0.00500,on,0xE0102004,50,44.9000,44,47,0.054246
