tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
C,32,15.0000,0.0200,0.00500,on,0xE0102000,50,18.0000,18,18,0.080000
C,32,15.0000,0.0200,0.00500,on,0xE0102001,50,17.1000,17,18,0.076000
C,32,15.0000,0.0200,0.00500,on,0xE0102002,50,22.0000,22,22,0.097778
C,32,15.0000,0.0200,0.00500,on,0xE0102003,50,14.9200,14,16,0.066311
C,32,15.0000,0.0200,0.00500,on,0xE0102004,50,15.0000,15,15,0.066667
