tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
C,32,20.0000,0.0200,0.00500,on,0xE0102000,50,23.0400,23,24,0.057600
C,32,20.0000,0.0200,0.00500,on,0xE0102001,50,22.5600,21,23,0.056400
C,32,20.0000,0.0200,0.00500,on,0xE0102002,50,22.1000,21,23,0.055250
C,32,20.0000,0.0200,0.00500,on,0xE0102003,50,24.0000,24,24,0.060000
C,32,20.0000,0.0200,0.00500,on,0xE0102004,50,23.1600,23,24,0.057900
