tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
X,32,33.0500,0.0000,0.00000,off,0xE0102000,50,32745.0600,31778,32768,29.978014
X,32,33.0500,0.0000,0.00000,off,0xE0102001,50,32079.9800,18925,32768,29.369135
