tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
C,32,50.0000,0.0200,0.00500,on,0xE0102000,50,117.8000,114,132,0.047120
C,32,50.0000,0.0200,0.00500,on,0xE0102001,50,138.3400,134,152,0.055336
C,32,50.0000,0.0200,0.00500,on,0xE0102002,50,120.9200,114,137,0.048368
C,32,50.0000,0.0200,0.00500,on,0xE0102003,50,145.2600,141,154,0.058104
C,32,50.0000,0.0200,0.00500,on,0xE0102004,50,144.5000,139,158,0.057800
